id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,C_metric,category
train::3499,10 times,This question is incomplete. It needs context to be answered. It seems to,0.0,"['This question is incomplete. It needs context about *what* is being measured', 'This question is incomplete. It needs a context or starting point to determine how', 'This question is incomplete. It needs context about ""levels"" to be answered', 'This question is incomplete. It needs a context or a specific scenario to answer', 'This question is incomplete. It needs context – ""How many times does the', 'This question is incomplete. It needs context about ""levels"" to be answered', 'This question is incomplete. It needs a context or starting point to determine how', 'This question is incomplete. It needs a context or a specific scenario to answer', 'This question is incomplete. It needs context about ""levels"" to be answered', 'This question is incomplete. It needs a context or scenario to answer how many']",0.9433483923290392,How many times does the height of the largest wave increase with each level?,-2.350873708724976,False,0.0909090909090909,incorrect_low
train::4655,erosion,erosion and deposition,1.0,"['erosion', 'erosion', 'erosion and deposition', 'erosion and deposition', 'erosion and deposition', 'erosion', 'erosion and deposition', 'erosion', 'erosion and deposition', 'erosion']",0.6931471805599453,Glaciers modify the landscape by what?,-0.0896321013569831,True,0.4545454545454545,correct_low
train::896,sexually,spawning,0.0,"['spawning', 'spawning', 'external fertilization', 'external fertilization', 'spawning', 'spawning', 'external fertilization', 'spawning', 'external fertilization', 'external fertilization']",0.6931471805599453,How do most fish reproduce with one another?,-0.3140023946762085,True,0.4545454545454545,correct_low
train::3060,nodes,intercalary meristems,0.0,"['intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems', 'intercalary meristems']",-0.0,The stems of all vascular plants get longer through primary growth. this occurs in primary meristem at the tips and ______ of the stems.,-2.127403974533081,False,1.0,incorrect_high
train::8768,muscle contraction,cell motility,0.0,"['cellular contraction', 'cell motility', 'cell motility', 'cellular motion', 'cellular motion', 'cell motility', 'cell motility', 'cell motility', 'cellular motion', 'cell motility']",0.3250829733914482,What is the product of microfilament movement powered by chemical energy?,-0.3140253126621246,True,0.4363636363636363,correct_low
train::7917,same number,the same number,1.0,"['atomic number', 'the same number', 'the same number', 'atomic number', 'the same number', 'atomic number', 'atomic number', 'atomic number', 'the same number', 'the same number']",0.6931471805599453,How many protons do all atoms of a particular element have in their nuclei?,-0.1801539212465286,True,0.4545454545454545,correct_low
validation::1562,rings,tree rings,1.0,"['tree rings', 'tree rings', 'tree rings', 'growth rings', 'growth rings', 'tree rings', 'growth rings', 'tree rings', 'growth rings', 'growth rings']",0.6931471805599453,What patterns in trees can be used to determine its age?,-0.0340462364256382,True,0.4545454545454545,correct_low
train::1230,young roots and leaves,young developing tissues/buds/seeds,0.0,"['young developing tissues/buds/seeds', 'young developing tissues/buds/seeds', 'young developing tissues', 'young developing tissues/seeds/fruits', 'young developing tissues/buds/seeds', 'young developing tissues/buds/seeds', 'young developing tissues/buds & roots', 'young developing tissues/buds/roots/fruits', 'young developing tissues/buds/seeds', 'young developing tissues/buds/seeds']",1.2275294114572126,What are the major sites of gibberellin production?,-2.0185539722442627,True,0.3818181818181818,correct_low
train::3874,the sun,fossil fuels,0.0,"['fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels', 'fossil fuels']",-0.0,What is the source of most of the energy used?,-0.1801080107688903,False,1.0,incorrect_high
train::10727,septicemia,septicemia (or sepsis),1.0,"['septicemia (or sepsis)', 'septicemia', 'septicemia (or sepsis)', 'septicemia', 'septicemia (or sepsis)', 'septicemia (or sepsis)', 'sepsis', 'septicemia', 'septicemia (or sepsis)', 'septicemia']",0.6931471805599453,"When bacteria enter the bloodstream, the result is what condition?",-0.0622242800891399,True,0.3818181818181818,correct_low
train::749,dominant,altered/new phenotype,0.0,"['altered/enhanced traits', 'altered/new phenotype', 'altered/enhanced traits', 'altered/enhanced phenotype', 'altered/new phenotype', 'dominant', 'altered function', 'altered/new phenotype', 'altered/new phenotype', 'altered/enhanced traits']",0.9433483923290392,What phenotype do gain-of-function mutations usually result in?,-0.4295136034488678,False,0.2363636363636363,incorrect_low
train::6437,triglycerides,fats/lipids,0.0,"['fats (or lipids)', 'fats/lipids', 'fats/lipids', 'fats/lipids', 'fats/lipids', 'fats (or lipids)', 'fats (or lipids)', 'fats/lipids', 'fats (or lipids)', 'fats (or lipids)']",-0.0,What substances function as a long-term energy store in the human body and possess long carbon chains that prevent dissolving in water?,-0.1005740463733673,True,0.4545454545454545,correct_low
validation::1249,a full moon,new moon,1.0,"['new moon', 'new moon', 'new moon', 'new moon', 'new moon', 'new moon', 'new moon', 'new moon', 'new moon', 'new moon']",-0.0,"When the earth is between the moon and the sun, what type of moon shows?",-0.1131152585148811,False,1.0,incorrect_high
train::6148,organs,major organs,1.0,"['major organs', 'organ systems', 'major organs', 'organogenesis', 'organ systems', 'organ systems', 'major organs', 'organogenesis', 'organogenesis', 'organogenesis']",0.6108643020548935,Exposure to toxins is most damaging during weeks 4 through 8 of the embryonic stage due to development of what during this period?,-0.4745728969573974,True,0.2727272727272727,correct_low
train::9958,vitamins,vitamins,1.0,"['vitamins', 'vitamins', 'vitamins', 'vitamins', 'vitamins', 'vitamins', 'vitamins', 'vitamins', 'vitamins', 'vitamins']",-0.0,What are the organic compounds that the body needs in small amounts to function properly; humans need 13 different ones?,-0.0265208091586828,True,1.0,correct_high
train::2333,substrate,substrate,1.0,"['substrate', 'substrate', 'substrate', 'substrate', 'substrate', 'substrate', 'substrate', 'substrate', 'substrate', 'substrate']",-0.0,What is the name of a reactant in an enzymatic reaction?,-0.0792925432324409,True,1.0,correct_high
train::5764,molecular orbitals,chemical bonds,0.0,"['chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical bonds']",-0.0,Atomic orbitals from different atoms overlap to form what?,-0.0265340432524681,False,1.0,incorrect_high
validation::1848,polar and nonpolar,electrolyte & nonelectrolyte,0.0,"['strong/weak electrolytes', 'electrolyte & nonelectrolyte', 'electrolyte & non-electrolyte', 'conductivity and electrolytes', 'electrolyte, non-electrolyte', 'electrolyte & nonelectrolyte', 'electrolyte & nonelectrolyte', 'strong/weak electrolytes', 'electrolyte & non-electrolyte', 'strong/weak electrolytes']",0.8979457248567797,What are the two terms that designate how well aqueous solutions conduct electricity?,-0.2018411010503769,False,0.1818181818181818,incorrect_low
train::9348,testosterone,androgen-binding protein,0.0,"['androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein', 'androgen-binding protein']",-0.0,What is secreted by the cells surrounding spermatogonia to help sperm production?,-1.5024532079696655,False,1.0,incorrect_high
train::7273,survival,complications during birth,0.0,"['complications during delivery', 'complications during delivery', 'complications during birth', 'complications during birth', 'complications during delivery', 'complications during delivery', 'complications during delivery', 'complications during delivery', 'complications during delivery', 'complications during birth']",-0.0,The fetus becoming relatively large and mature before birth increases the chances of what?,-0.1272594779729843,False,0.4909090909090909,incorrect_low
train::10657,molecular mass,molecular weight,1.0,"['molecular mass', 'molecular mass', 'molecular mass', 'molecular weight', 'molecular weight', 'molecular weight', 'molecular weight', 'molecular mass', 'molecular weight', 'molecular mass']",-0.0,What is the sum of the massess of the atoms in a molecule?,-0.8992944955825806,True,0.4545454545454545,correct_low
train::9187,gene cloning,gene cloning,1.0,"['gene cloning', 'gene cloning', 'gene cloning', 'gene cloning', 'gene cloning', 'gene cloning', 'gene cloning', 'gene cloning', 'gene cloning', 'gene cloning']",-0.0,What is the process of isolating a specific gene and then making a copy of it for use in gene therapy?,-0.1004618108272552,True,1.0,correct_high
validation::1602,pedigree,Punnett square,0.0,"['Punnett square', 'punnett square', 'Punnett squares', 'Punnett squares', 'Punnett square', 'Punnett square', 'punnett square', 'Punnett square', 'punnett square', 'Punnett square']",-0.0,What is utilized to analyze simple mendelian inheritance?,-0.3137046098709106,False,0.6727272727272727,incorrect_high
validation::1585,arrow,arrow (→),1.0,"['→ (arrow)', 'arrow', 'arrow (→)', '→ (arrow)', 'arrow (→)', 'arrow (→)', 'arrow (→)', 'arrow', 'arrow', 'arrow (→)']",0.6108643020548935,What symbol is used to indicate directionality in chemical reactions?,-0.1004855334758758,True,0.3454545454545454,correct_low
train::3650,galileo,Hans Lippershey,0.0,"['Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey', 'Hans Lippershey']",-0.0,Who built the first telescope?,-0.2257476896047592,False,1.0,incorrect_high
train::9573,stem,shoot system,0.0,"['shoot system', 'shoot system', 'shoot system', 'shoot system', 'shoot system', 'shoot system', 'shoot system', 'shoot system', 'shoot system', 'shoot system']",-0.0,"Dermal, vascular, and ground tissue make up what part of a plant, which bears the leaves, flowers and fruits?",-0.1131510287523269,True,1.0,correct_high
train::10664,the ocean,evaporation,0.0,"['evaporation', 'evaporation', 'evaporation', 'evaporation', 'evaporation', 'evaporation', 'evaporation', 'evaporation', 'evaporation', 'evaporation']",-0.0,Where do the steps in the water cycle begin?,-0.6937718987464905,False,1.0,incorrect_high
validation::849,extensive,intensive property,0.0,"['intensive property', 'intensive property', 'intensive property', 'intensive', 'extensive property', 'intensive', 'extensive property', 'intensive', 'intensive property', 'intensive property']",0.5004024235381879,What property is a property that depends on the amount of matter in a sample?,-3.530693531036377,False,0.3454545454545454,incorrect_low
train::10010,nucleus,nucleus,1.0,"['nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus.', 'nucleus', 'nucleus', 'nucleus']",-0.0,"According to the table, aluminum has an atomic number of 13. therefore, every aluminum atom has 13 protons in its what?",-0.0623054914176464,True,0.8181818181818182,correct_high
train::2614,sea level,mean tide level,0.0,"['mean sea level', 'mean sea level', 'mean sea level', 'mean sea level', 'mean sea level', 'mean tide level', 'mean tide level', 'mean tide level', 'mean tide level', 'mean tide level']",0.6931471805599453,What is the common name for the midpoint between high and low tide?,-2.464766263961792,True,0.4545454545454545,correct_low
train::2390,chondrocytes,osteoporosis,0.0,"['endochondral ossification', 'osteoporosis', 'osteoporosis', 'osteoporosis', 'endochondral ossification', 'endochondral ossification', 'osteoporosis', 'osteoporosis', 'osteoporosis', 'osteopetrosis']",0.8979457248567797,"This calcification prevents diffusion of nutrients into the matrix, resulting in what dying and the opening up of cavities in the diaphysis cartilage?",-2.6962833404541016,False,0.4363636363636363,incorrect_low
train::9937,extinction,extinction,1.0,"['extinction', 'extinction', 'extinction', 'extinction', 'extinction', 'extinction', 'extinction', 'extinction', 'extinction', 'extinction']",-0.0,"The passenger pigeon, the dodo bird, and the woolly mammoth represent individual cases of what fate?",-0.0551627948880195,True,1.0,correct_high
train::1647,three,many,0.0,"['diffusion, facilitated diffusion, osmosis, active transport', 'many', 'multiple', 'diffusion, facilitated diffusion, and active transport.', 'multiple', 'diffusion, facilitated diffusion, osmosis, active transport', 'many', 'multiple', 'diffusion, facilitated diffusion, osmosis, active transport', 'many']",0.8979457248567797,How many different ways can molecules pass through a phospholipid membrane?,-2.0182642936706543,False,0.2181818181818181,incorrect_low
train::9809,environmental,genetic,0.0,"['genetic', 'genetic', 'genetic', 'genetic', 'genetic', 'genetic', 'genetic', 'genetic', 'genetic', 'genetic']",-0.0,Twin studies have been instrumental in demonstrating what type of component in autism?,-0.0551933646202087,False,1.0,incorrect_high
train::9043,mass-energy,energy and momentum,0.0,"['energy and momentum', 'energy and momentum.', 'energy and momentum', 'energy and momentum', 'energy and momentum.', 'energy and momentum.', 'energy and momentum.', 'energy and momentum.', 'energy and momentum.', 'energy and momentum']",-0.0,The pion can only be created by violating the conservation of what?,-1.2240502834320068,False,0.4545454545454545,incorrect_low
train::5275,courtship,reproductive,0.0,"['reproductive', 'mating', 'reproductive', 'reproductive', 'reproductive', 'mating', 'mating', 'mating', 'reproductive', 'mating']",0.6931471805599453,What type of behaviors are triggered by pheromones in moths?,-0.180249884724617,True,0.4545454545454545,correct_low
train::10701,local winds,local winds,1.0,"['local breezes', 'local winds', 'local winds', 'local winds', 'local winds', 'local winds', 'local winds', 'local winds', 'local winds', 'local winds']",-0.0,What type of winds blow over a limited area?,-0.1801090091466903,True,0.8181818181818182,correct_high
train::1959,mendelian trait,mendelian trait,1.0,"['mendelian trait', 'mendelian trait', 'mendelian trait', 'mendelian trait', 'mendelian trait', 'mendelian trait', 'mendelian trait', 'mendelian trait', 'mendelian trait', 'Mendelian trait']",-0.0,"A trait controlled by a single gene that has two alleles is given what name, after the scientist who studied inheritance?",-0.1272788941860199,True,1.0,correct_high
validation::7,volcanic ash,granitic rocks,0.0,"['feldspar-rich rocks', 'granitic rocks', 'felsic minerals', 'felsic rocks', 'felsic rocks', 'granitic rocks', 'granite/felsic rocks', 'granitic rocks', 'felsic rocks', 'felsic rocks']",0.8979457248567797,Compounds with aluminum and silicon are commonly found in the clay fractions of soils derived from what?,-0.2018879652023315,False,0.2181818181818181,incorrect_low
train::1452,chemical reactions,thrust,0.0,"['thrust', 'thrust/propulsion', 'thrust', 'thrust', ""Newton's third law."", 'thrust', ""Newton's Third Law."", 'thrust', 'Newton’s Third Law.', 'Newton’s third law.']",0.6730116670092565,What do rocket-based systems use to propel itself into space?,-0.0183620601892471,False,0.3090909090909091,incorrect_low
train::4806,ear popping,popping,1.0,"['popping', 'popping', 'popping', 'popping', 'popping', 'popping', 'popping', 'popping', 'popping', 'popping']",-0.0,"As air pressures inside and outside of the ear equalize, what phenomenon is produced?",-0.0892418473958969,True,1.0,correct_high
train::2694,organ,organ,1.0,"['organ', 'organ', 'organ', 'organ', 'organ', 'organ', 'organ', 'organ', 'organ', 'organ']",-0.0,What kind of anatomical structure consists of several types of tissues that together carry out particular functions?,-0.048860166221857,True,1.0,correct_high
train::7589,organic molecules,glucose (or sugar/food),0.0,"['sugar (or glucose)', 'sugar (or glucose/food)', 'glucose (or sugar/food)', 'glucose/sugar', 'glucose (or sugar/food)', 'glucose (or sugar/food)', 'glucose (or sugar/food)', 'sugar (or glucose/food)', 'glucose/sugar', 'glucose (or sugar/food)']",0.6108643020548935,What does photosynthesis allow plants to generate?,-0.1273399740457534,True,0.3090909090909091,correct_low
train::3235,angiosperms,vascular plants,0.0,"['vascular plants', 'vascular plants', 'vascular plants', 'vascular plants', 'vascular plants', 'vascular plants', 'vascular plants', 'vascular plants', 'vascular plants', 'vascular plants']",-0.0,What type of plant makes up nearly all plant species?,-0.1430328488349914,False,1.0,incorrect_high
train::4942,it increases,increases,1.0,"['increases', 'it increases', 'increases', 'increases', 'It increases.', 'increases', 'It increases.', 'It increases.', 'increases', 'It increases.']",-0.0,What happens to the volume of a gas as the kelvin temperature increases?,-0.0264828465878963,True,0.3818181818181818,correct_low
validation::423,papillae,collecting tubules,0.0,"['collecting ducts', 'collecting tubules', 'collecting tubules', 'collecting tubules', 'collecting ducts', 'collecting tubules', 'collecting tubules', 'collecting ducts', 'collecting tubules', 'collecting ducts']",0.6730116670092565,What are bundles of collecting ducts that transport urine made by nephrons to the calyces of the kidney for excretion?,-3.0493004322052,False,0.4909090909090909,incorrect_low
train::8851,momentum,momentum.,1.0,"['momentum.', 'momentum.', 'momentum', 'momentum.', 'momentum', 'momentum.', 'momentum.', 'momentum', 'momentum', 'momentum.']",-0.0,Debroglie proposed in 1924 that any object exhibits a wavelength that is inversely proportional to its?,-0.0702134147286415,True,0.4909090909090909,correct_low
train::1841,water,potassium,0.0,"['potassium', 'potassium', 'potassium', 'potassium', 'potassium', 'potassium', 'potassium', 'potassium', 'potassium', 'potassium']",-0.0,"When a plant has what deficiency, guard cells may lose turgor and close stomata?",-0.2815406918525696,False,1.0,incorrect_high
train::8772,glycolysis,facultative anaerobes,0.0,"['facultative anaerobes', 'facultative anaerobes', 'facultative anaerobes', 'bacteria', 'bacteria', 'facultative anaerobes', 'bacteria', 'facultative anaerobes', 'bacteria', 'bacteria']",0.6931471805599453,What can accept a wide range of carbohydrates for catabolism?,-0.1802957653999328,False,0.4545454545454545,incorrect_low
train::11453,abrasion,aeolian,0.0,"['aeolian', 'aeolian', 'aeolian', 'aeolian erosion', 'aeolian erosion', 'aeolian erosion', 'aeolian erosion', 'aeolian erosion', 'aeolian erosion', 'aeolian']",-0.0,Wind blown sand contributes to what type of erosion?,-0.0702458620071411,False,0.4545454545454545,incorrect_low
validation::535,terminal speed,resonance frequency,0.0,"['flutter speed', 'resonance frequency', 'resonance frequency', 'sonic speed', 'first resonant frequency', 'sonic speed', 'resonance frequency', 'first resonant speed', 'resonance frequency', 'flutter speed']",1.3321790402101223,What is another name for critical speed?,-0.8267993927001953,False,0.2181818181818181,incorrect_low
train::4545,shear,shear stress,1.0,"['shear stress', 'shear stress', 'shear stress', 'shear stress', 'shear stress', 'shear stress', 'shear stress', 'shear stress', 'shear stress', 'shear stress']",-0.0,What type of stress causes horizontal motions in strike-slip faults?,-0.2017429918050766,True,1.0,correct_high
train::7352,cell cycle,cell cycle,1.0,"['cell cycle', 'cell cycle', 'cell cycle', 'cell cycle', 'cell cycle', 'cell cycle', 'cell cycle', 'cell cycle', 'cell cycle', 'cell cycle']",-0.0,"What do we call the orderly sequence of events in the life of a cell from the division of a single parent cell to produce two new daughter cells, to the subsequent division of those daughter cells?",-0.0701512992382049,True,1.0,correct_high
train::7472,ecdysteroid,insect metamorphosis,0.0,"['insect metamorphosis', 'insect metamorphosis', 'insect metamorphosis', 'insect metamorphosis', 'insect metamorphosis', 'metamorphosis', 'insect metamorphosis', 'insect metamorphosis', 'insect metamorphosis', 'insect metamorphosis']",0.3250829733914482,Juvenile hormone modulates the activity of what?,-0.2523587048053741,False,0.8181818181818182,incorrect_high
train::569,mass number,mass number,1.0,"['mass number', 'mass number', 'mass number', 'mass number', 'mass number', 'mass number', 'mass number', 'mass number', 'mass number', 'mass number']",-0.0,The total number of protons and neutorns in an atom is called what?,-0.0382968373596668,True,1.0,correct_high
train::8709,"plates are thin , young , and hot",basaltic magma,0.0,"['basaltic composition', 'basaltic magma', 'basaltic composition', 'basaltic magma', 'basaltic magma', 'basaltic magma', 'basaltic magma', 'basaltic magma', 'basaltic magma', 'basaltic magma']",-0.0,What causes earthquakes at mid-ocean ridges to be small and shallow?,-0.7583873271942139,False,0.6727272727272727,incorrect_high
train::3767,gas particles and an object,gas particles and container walls,1.0,"['gas particles and container walls', 'gas particles and container walls.', 'gas particles and container walls', 'gas particles & container walls', 'gas particles and container walls', 'gas particles & container walls', 'gas particles and container walls', 'gas particles and container walls', 'gas particles & container walls', 'gas particles & container walls']",-0.0,What two things collide to cause gas pressure?,-0.0487932972609996,True,0.3818181818181818,correct_low
validation::604,small intestine,small intestine,1.0,"['small intestine', 'small intestine', 'small intestine', 'small intestine', 'small intestine', 'small intestine', 'small intestine', 'small intestine', 'small intestine', 'small intestine']",-0.0,"The ileum is the last part of what organ, and is where the bile salts and vitamins are absorbed into blood stream?",-0.0791204124689102,True,1.0,correct_high
train::7611,wrist,wrist,1.0,"['wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist', 'wrist']",-0.0,The radiocarpal and midcarpal joints are responsible for all movements of the hand and what other part of the body?,-0.0623601488769054,True,1.0,correct_high
train::4920,by using fructose,rapidly cool it,0.0,"['rapidly cool it', 'rapidly cool it.', 'Rapidly cool it.', 'Rapidly cool it.', 'rapidly cool it', 'fast freezing', 'fast freezing', 'rapidly cool it', 'rapid freezing', 'rapidly cool it.']",-0.0,How can you prevent your ice cream from getting a sandy texture?,-0.1605882346630096,False,0.2363636363636363,incorrect_low
train::10306,the ploem,plasmodesmata,0.0,"['plasmodesmata', 'plasmodesmata', 'phloem', 'phloem', 'phloem', 'plasmodesmata', 'phloem', 'phloem', 'plasmodesmata', 'plasmodesmata']",0.6931471805599453,What conducts nerve-like electrical signals that help integrate whole-plant function?,-0.127512514591217,False,0.4545454545454545,incorrect_low
train::3012,quantum numbers,quantum numbers,1.0,"['quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers', 'quantum numbers']",-0.0,Solutions to schrödinger’s equation involve four special numbers called what?,-0.1004338860511779,True,1.0,correct_high
train::6193,surface charges,surface area,1.0,"['surface area', 'surface area', 'surface area', 'surface area', 'surface area', 'surface area', 'surface area', 'surface area', 'surface area', 'surface area']",-0.0,What determines the ability of soil particles to bind many nutrients?,-0.7580586671829224,False,1.0,incorrect_high
train::7746,protein synthesis,transcription,0.0,"['transcription', 'transcription', 'transcription', 'replication', 'replication', 'transcription', 'transcription/translation', 'protein synthesis', 'transcription/translation', 'transcription']",1.2206072645530173,Gene expression and what else are usually considered the same molecular process?,-0.079515516757965,False,0.3090909090909091,incorrect_low
train::6403,bladder,bladder,1.0,"['bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder']",-0.0,The urethra transports urine from what organ to the outside of the body for disposal?,-0.0299901496618986,True,1.0,correct_high
train::3644,the atmosphere,ozone layer,0.0,"['ozone layer', 'ozone layer', 'ozone layer', 'ozone layer', 'ozone layer', 'ozone layer', 'ozone layer', 'ozone layer', 'ozone layer', 'ozone layer']",-0.0,What is the name of the protective layer of gases that surrounds the earth and blocks harmful rays from the sun?,-0.0234358571469783,False,1.0,incorrect_high
validation::505,orgasm,peristalsis,0.0,"['peristalsis', 'peristalsis', 'peristalsis', 'peristalsis', 'peristalsis', 'peristalsis', 'peristalsis', 'peristalsis', 'peristalsis', 'peristalsis']",-0.0,"What are rhythmic, involuntary contractions of the reproductive structures?",-2.8130550384521484,False,1.0,incorrect_high
train::802,solutes,temperature,0.0,"['temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature']",-0.0,What change the physical properties of solvents?,-0.16062031686306,False,1.0,incorrect_high
train::1110,terrestrial ancestors,seeds,0.0,"['land plants evolved from green algae', 'seeds (or spores)', 'seeds', 'seeds/spores', 'seeds/spores', 'land plants - green algae', 'land plants evolved from green algae', 'land plants evolved from green algae', 'land plants - bryophytes', 'seeds']",1.5047882836811908,Where do all plants come from?,-2.464524507522583,False,0.1272727272727272,incorrect_low
train::9815,angiosperm seeds,seeds,1.0,"['seeds', 'seeds', 'seeds', 'seeds', 'seeds', 'seeds', 'seeds', 'seeds', 'seeds', 'seeds']",-0.0,"What develop inside chambers called ovaries, which originate within flowers and mature into fruits?",-0.0623851232230663,True,1.0,correct_high
train::10264,a rope,rope,1.0,"['rope', 'rope', 'rope', 'a rope', 'rope', 'a rope', 'rope', 'a rope', 'a rope', 'a rope']",-0.0,A pulley is a simple machine that consists of a grooved wheel and?,-0.0300294831395149,True,0.4545454545454545,correct_low
train::8507,matter,matter,1.0,"['matter', 'matter/mass', 'mass', 'matter (or mass)', 'matter', 'mass', 'matter', 'mass', 'matter', 'matter']",0.6108643020548935,What cannot be created or destroyed in a chemical reaction?,-0.0265617873519659,True,0.3272727272727272,correct_low
train::7235,the stratosphere,thermosphere,0.0,"['thermosphere', 'thermosphere', 'thermosphere', 'thermosphere', 'thermosphere', 'thermosphere', 'the thermosphere', 'the thermosphere', 'thermosphere', 'thermosphere']",-0.0,Most of the heat that enters the mesosphere comes from where?,-2.351001977920532,False,0.6727272727272727,incorrect_high
train::5080,chromosomes,chromosomes,1.0,"['chromosomes', 'chromosomes', 'chromosomes', 'chromosomes', 'chromosomes', 'chromosomes', 'chromosomes', 'chromosomes', 'chromosomes', 'chromosomes']",-0.0,"During meiosis, each parent synthesizes gametes that contain only half of their complement of what?",-0.1429404765367508,True,1.0,correct_high
