Unnamed: 0,id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,C_metric,category
21,train::1018,['7'],224,0.0,"['224', '224', '210', '210', '224', '210', '224', '224', '224', '210']",0.6730116670092565,Robin has 28 packages of gum and 14 packages of candy. There are 6 pieces in each package..How many pieces does Robin have?,-0.0031907858792692,False,0.4909090909090909,incorrect_low
22,train::1019,['121'],121,1.0,"['121', '121', '121', '121', '121', '121', '121', '121', '121', '121']",-0.0,Katie had 62 new games and 80 old games. Her friends had 73 new games and 41 old games..How many old games do they have 3,-0.0019463420612737,True,1.0,correct_high
23,train::102,['60'],30,0.0,"['24', '30', '28', '28', '30', '30', '30', '24', '30', '24']",1.0296530140645737,"Alicia has 20 gumballs. Pedro has that many gumballs plus an additional number of gumballs equal to three times the number Alicia has. They put their gumballs in a bowl, and later Pedro takes out 40% of the gumballs to eat. How many gumballs are remaining in the bowl?",-1.7015575170516968,False,0.34545454545454546,incorrect_low
24,train::1020,['10'],9,0.0,"['14', '9', '9', '9', '9', '9', '9', '9', '12', '14']",0.6108643020548935,James burned his hand in a freak accident.  It takes him 4 weeks to heal enough to get a skin graft.  After that it takes him 50% longer than that to heal from the skin graft.  How long did he take to recover from everything?,-10.625407218933104,False,0.5272727272727272,incorrect_high
25,train::1021,['64'],64,1.0,"['64', '64', '64', '64', '64', '64', '64', '64', '64', '64']",-0.0,"Bianca had 34 songs on her music player. If she deleted 14 old songs from it and then added 44 new songs, how many songs does she have on her music player?",-0.0004426453087944,True,1.0,correct_high
26,train::1022,['31'],31,1.0,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",-0.0,A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin?,-0.0007165487040765,True,1.0,correct_high
27,train::1023,['100'],40,0.0,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",-0.0,Tommy is looking at his change collection. He has 10 more dimes than pennies. He has twice as many nickels as dimes. He has 4 quarters. He has 10 times as many pennies as quarters. How many nickels does he have?,-0.0022389839868992,False,1.0,incorrect_high
28,train::1024,['1020'],450,0.0,"['450', '450', '450', '450', '450', '450', '450', '450', '450', '450']",-0.0,"Christy and her friend Tanya go to Target to buy some face moisturizer and body lotions. Christy spends twice as much as Tanya, who pays 50$ for two face moisturizers each and 60$ per body lotion, buying four of them. How much money did they spend together in total?",-0.0232845805585384,False,1.0,incorrect_high
29,train::1025,['10'],10,1.0,"['10', '10', '10', '10', '10', '10', '10', '10', '10', '10']",-0.0,The Razorback shirt shop makes $ 23 dollars off each shirt sold. During the Arkansas and Texas tech game they made $ 230 by selling shirts..How many shirts did they sell?,-0.00026758905733,True,1.0,correct_high
30,train::1026,['200'],200,1.0,"['200', '200', '200', '200', '200', '200', '200', '200', '200', '200']",-0.0,Arthur knows that he needs to finish 800 pages of reading over the summer. He has read 80% of a 500-page book and 1/5 of a 1000 page book. How many more pages does he need to reach to meet his goal?,-0.0005597693379968,True,1.0,correct_high
31,train::1027,['18'],18,1.0,"['18', '18', '18', '18', '18', '18', '18', '18', '18', '18']",-0.0,"At the arcade Dave won 25 tickets. If he spent 22 tickets on a beanie and later won 15 more tickets, how many would he have?",-0.0015244778478518,True,1.0,correct_high
32,train::1028,['277'],297,0.0,"['297', '297', '297', '297', '297', '297', '297', '297', '297', '297']",-0.0,Mr. Curtis has 325 chickens on his farm where 28 are roosters and the rest are hens. Twenty hens do not lay eggs while the rest of the hens do. How many egg-laying hens does Mr. Curtis have on his farm?,-0.0233907904475927,False,1.0,incorrect_high
33,train::1029,['45'],31.5,0.0,"['31.5', '36', '31.5', '31.5', '31.5', '31.5', '36', '31.5', '36', '31.5']",-0.0,Barbara has 9 stuffed animals. Trish has two times as many stuffed animals as Barbara. They planned to sell their stuffed animals and donate all the money to their class funds. Barbara will sell her stuffed animals for $2 each while Trish will sell them for $1.50 each. How much money will they donate to their class funds?,-0.0040945513173937,False,0.5636363636363636,incorrect_high
34,train::103,['6'],6,1.0,"['6', '6', '6', '6', '6', '6', '6', '6', '6', '6']",-0.0,Allan brought two balloons and Jake brought four balloons to the park..How many balloons did Allan and Jake have in the park?,-0.0003864018653985,True,1.0,correct_high
35,train::1030,['5'],5,1.0,"['5', '5', '5', '5', '5', '5', '5', '5', '5', '5']",-0.0,"A farmer living in the countryside has a certain number of children. One day, they followed him to the farm, each one with a bag to collect harvested apples. At the end of the day, each bag was filled with 15 apples each. On their way back home, 2 of the children have eaten 4 apples each and another child sold 7 of his apples. If they had a total of 60 apples left by the time they got home, how many children does the farmer have?",-0.0052937567234039,True,1.0,correct_high
36,train::1031,['560'],280,0.0,"['280', '280', '280', '280', '280', '280', '280', '280', '280', '280']",-0.0,"Rick took off on a road trip for the summer.  He traveled to the first destination on his trip, and then from there, he traveled twice the distance to this second destination.  The third point on his trip was 40 miles away, which was half the distance he traveled from the beginning to his first destination.  The final destination took twice the amount of driving of all the other legs put together.  How many miles in total did he travel across all the legs of the trip?",-0.0067476746626198,False,1.0,incorrect_high
37,train::1032,['81'],84,0.0,"['88.5', '88.5', '84', '90', '84', '81', '90', '90', '84', '84']",1.0888999753452238,Barbi lost 1.5 kilograms each month for a year. Luca lost 9 kilograms every year for 11 years. How many more kilograms did Luca lose than Barbi?,-6.127265453338623,False,0.2545454545454545,incorrect_low
38,train::1033,['33'],18,0.0,"['21', '21', '15', '15', '21', '21', '21', '18', '18', '21']",-0.0,"Dorothy, Julia, and Robert go to the store to buy school supplies. Dorothy buys half as many pens as Julia. Julia buys three times as many pens as Robert. Robert buys 4 pens. If one pen costs $1.50, how much money did the three friends spend in total on pens?",-5.753509998321533,False,0.34545454545454546,incorrect_low
39,train::1034,['9'],9,1.0,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']",-0.0,Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left.How many pieces of candy had he eaten at the start?,-0.0142733361572027,True,1.0,correct_high
40,train::1035,['69'],45,0.0,"['45', '45', '45', '45', '45', '45', '45', '45', '45', '45']",-0.0,"In a guessing game, Hajar's score is 24 points. The difference in the scores between Hajar and Farah's score in the game is 21. What is the sum of their scores, assuming Farah's score is higher than Hajar's?",-0.048658300191164,False,1.0,incorrect_high
41,train::1036,['1'],1,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",-0.0,There are 14 different movies and 15 different books in the ' crazy silly school ' series. If you read 11 of the books and watched 40 of the movies.How many more books than movies are there in the ' crazy silly school ' series?,-2.578893184661865,True,1.0,correct_high
42,train::1037,['6'],"Speed in still water: 10 km/h, speed of current:",0.0,"['Speed in still water: 10 km/h, Speed of current:', 'Rowing speed: 10 km/h, Current speed: 1', 'Speed in still water: 10 km/h, speed of current:', 'Rowing speed = 10 km/h, Current speed = 1', 'Rowing speed = 10 km/h, Current speed = 1', 'Speed in still water = 10 km/h, Speed of current =', 'Speed in still water: 10 km/h, speed of current:', 'Speed in still water: 10 km/h, Current speed:', 'Rowing speed: 10 km/h, Current speed: 1', 'Speed in still water = 10 km/h, Current speed =']",-0.0,"Tara can row downstream 20 km in 2 hours, and upstream 4 km in 2 hours..Find her speed of rowing in still water and the speed of the current.",-0.1624081134796142,False,0.14545454545454545,incorrect_low
43,train::1038,['1'],1,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",-0.0,Every day Ryan spends 6 hours on learning english and 7 hours on learning Chinese..How many more hours does he spend on learning Chinese than he does on learning english?,-0.0003501755709294,True,1.0,correct_high
44,train::1039,['2'],2,1.0,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']",-0.0,Tiffany was collecting cans for recycling. On monday she had 4 bags of cans. The next day she found some more bags worth of cans. If she had a total of 6 bags altogether.How many bags did she find on the next day?,-0.000635779404547,True,1.0,correct_high
45,train::104,['80'],120,0.0,"['100', '120', '100', '120', '120', '100', '120', '120', '120', '120']",0.6108643020548935,"A hot air balloon with 200 balloons is blowing up. After about half an hour, 1/5 of the total number of balloons in the hot air balloon have blown up. After another hour, twice the number of balloons that had already blown up also blow up. How many balloons in the hot air balloon remain intact?",-3.773397922515869,False,0.5636363636363636,incorrect_high
46,train::1040,['375'],375,1.0,"['375', '375', '375', '375', '375', '375', '375', '375', '375', '375']",-0.0,"To make a shed in his backyard, Tom needs 1000 bricks. He can buy half of the bricks for 50% off of $.50. The other Half he needs to pay full price. How many dollars does Tom spend?",-0.0009216589969582,True,1.0,correct_high
47,train::1041,['450'],450,1.0,"['450', '450', '450', '450', '450', '450', '450', '450', '450', '450']",-0.0,"Monica charges $25.00 per person when catering a dinner party.  For repeat customers, she offers a 10% discount.  Phoebe is a repeat customer who is having a dinner party for 20 guests.  How much will Monica make from the party?",-0.0232951790094375,True,1.0,correct_high
48,train::1042,['2'],2,1.0,"['2', '2', '2', '2', '1.25', '2', '2', '2', '2', '2']",-0.0,"Tony decided to rent a small cottage.  The master bedroom and bath totaled 500 sq ft.  The 2 guest bedrooms were 200 sq ft each.  And the kitchen, guest bath and living area totaled 600 sq ft.  If Tony spends $3,000 a month on rent, how much money is he spending per sq ft of house?",-0.3134147524833679,True,0.8181818181818182,correct_high
49,train::1043,['195'],236,0.0,"['196', '216', '236', '196', '236', '216', '196', '266', '232', '216']",0.8018185525433372,"There are 50 oysters on the rocks at La Push Park and 72 crabs by the beach. Eric, who loves walking by the beach, makes a note of this and goes home. The next day, he realizes only half the number of Oysters were on the rocks, and only 2/3 the number of crabs as the previous day are on the beach. How many oysters and crabs did he count in total in the two days?",-0.5765447616577148,False,0.16363636363636364,incorrect_low
50,train::1044,['106000'],10600,0.0,"['8600', '10600', '10600', '7600', '10000', '8000', '8600', '10000', '8000', '7000']",0.9502705392332348,"Carol is an aviation engineer deciding how much fuel to put in a jet. The empty plane needs 20 gallons of fuel per mile. Each person on the plane increases this amount by 3 gallons per mile, and each bag increases it by 2 gallons per mile. If there are 30 passengers and 5 flight crew, and each person brought two bags, how many gallons of fuel does the plane need for a 400-mile trip?",-0.6939215064048767,False,0.10909090909090909,incorrect_low
51,train::1045,['156'],140,0.0,"['130', '140', '140', '140', '130', '140', '140', '140', '100', '130']",0.8979457248567797,"Ten percent less than twice the total number of students present in the science class yesterday have attended class today. If there were 70 students in the class yesterday and 30 students are absent today, calculate the number of students registered for the course.",-0.0181744284927845,False,0.43636363636363634,incorrect_low
52,train::1046,['8'],11,0.0,"['11', '11', '11', '11', '11', '11', '11', '11', '11', '11']",-0.0,"The school band has 30 songs in their repertoire. The band played 5 songs in their first set and 7 in their second set. The band will play 2 songs for their encore. Assuming the band plays through their entire repertoire, how many songs will they play on average in the third and fourth sets?",-0.0053205555304884,False,1.0,incorrect_high
53,train::1047,['370'],230,0.0,"['230', '200', '200', '250', '250', '250', '250', '250', '230', '230']",0.5004024235381879,There are three machines in a factory. Machine A can put caps on 12 bottles in 1 minute. Machine B can put caps to 2 fewer bottles than Machine A. Machine C can put caps to 5 more bottles than Machine B. How many bottles can those three machines put caps on in 10 minutes?,-5.255327224731445,False,0.3090909090909091,incorrect_low
54,train::1048,['32'],24,0.0,"['24', '24', '24', '24', '24', '24', '24', '24', '24', '24']",-0.0,"Maria bought 2 new chairs and 2 new tables for her house. If she spent 8 minutes on each piece furniture putting it together, how many minutes did it take her to finish?",-0.0009703694959171,False,1.0,incorrect_high
55,train::1049,['8'],8,1.0,"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8']",-0.0,"Maria is chopping up vegetables for a stew. She wants to cut up six times as many carrots as potatoes, twice as many onions as carrots, and 1/3 as many green beans as onions. If she has two potatoes, how many green beans does she need to cut?",-0.0017307315720245,True,1.0,correct_high
56,train::105,['17'],13,0.0,"['13', '11', '13', '11', '13', '13', '13', '13', '13', '11']",-0.0,"Bill and Ted went into the forest to gather some wild mushrooms. Bill gathered 12 red mushrooms and 6 brown mushrooms.  Ted gathered 14 green mushrooms and 6 blue mushrooms.  If half of the blue mushrooms, two-thirds of the red mushrooms, and all of the brown mushrooms have white spots, how many white-spotted mushrooms did they gather?",-0.0381028093397617,False,0.5636363636363636,incorrect_high
57,train::1050,['38000'],37000,0.0,"['38000', '38000', '47000', '37000', '37000', '43000', '38000', '37000', '37000', '37000']",0.3250829733914482,"Mike wants to buy a new car. He has chosen a red car for $35000. To be able to pay this price, he needs to loan part of the money from the bank, at a rate of 15%. How much money in total will Mike need to pay for the car, if he has to take $20000 from the bank?",-0.8260462284088135,False,0.32727272727272727,incorrect_low
58,train::1051,['32'],10.5,0.0,"['8', '10.5', '8', '10.5', '10.5', '8', '14', '8', '10.5', '8.5']",0.9433483923290392,"The rim of a standard basketball hoop is 10 feet above the ground.  Additionally, most experts will say that a player must be able to reach at least 6 inches above the rim to dunk a basketball.  Suppose a basketball player is 6 feet tall and can reach 22 inches above their head using the wingspan of their arms.  How high must this player be able to jump to reach 6 inches above the rim to dunk a basketball?",-3.7733230590820312,False,0.2909090909090909,incorrect_low
59,train::1052,['40'],40,1.0,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",-0.0,"Peter is raking leaves. It takes him 15 minutes to rake 3 bags of leaves. If he keeps raking at the same rate, how long will it take him to rake 8 bags?",-0.0041550975292921,True,1.0,correct_high
60,train::1053,['12'],12,1.0,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12']",-0.0,Tom had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies..How many cookies did Tom have left?,-0.0002096671523759,True,1.0,correct_high
61,train::1054,['43'],43,1.0,"['43', '43', '43', '43', '43', '43', '43', '43', '43', '43']",-0.0,During the Arkansas and Texas tech game the Razorback shirt shop made $ 215 by selling 5 shirts..What is the cost of each shirt?,-6.876070499420166,True,1.0,correct_high
62,train::1055,['60'],20,0.0,"['20', '15', '25', '25', '20', '20', '25', '15', '20', '25']",0.5004024235381879,"Karen is constantly trying to stop the raccoons from getting in her trash. The first lock she tries stalls them for 5 minutes. The next lock stalls them for 3 minutes less than three times as long as the first lock. When Karen tries both locks at once, it stalled the raccoons for five times as long as the second lock alone. How long is that?",-0.062088843435049,False,0.3090909090909091,incorrect_low
63,train::1056,['14'],14,1.0,"['14', '14', '14', '14', '14', '14', '14', '14', '14', '14']",-0.0,Last week Fred had 60 dollars and Jason had 19 dollars. Jason washed cars over the weekend and now has 33 dollars..How much money did Jason make washing cars?,-0.0005050813779234,True,1.0,correct_high
64,train::1057,['24'],24,1.0,"['24', '24', '24', '24', '24', '24', '24', '24', '24', '24']",-0.0,"Annie walked 5 blocks from her house to the bus stop. She rode the bus 7 blocks to the coffee shop. Later, she came home the same way. How many blocks did Annie travel in all?",-0.0032258399296551,True,1.0,correct_high
65,train::1058,['1'],1,1.0,"['1', '1', '1', '1', '1', '1', '1', '1', '1', '1']",-0.0,Allan brought 2 balloons and Jake brought 3 balloons to the park..How many more balloons did Jake have than Allan in the park?,-0.0002352914598304,True,1.0,correct_high
66,train::1059,['50'],50,1.0,"['50', '50', '50', '50', '50', '50', '50', '50', '50', '50']",-0.0,Rachel earned $200 babysitting. She spent 1/4 of the money on lunch. She spent 1/2 of the money on a DVD. How much did Rachel have left?,-0.0009873997187241,True,1.0,correct_high
67,train::106,['1050'],900,0.0,"['900', '900', '900', '900', '900', '900', '900', '900', '900', '900']",-0.0,"Two bowls are holding marbles, and the first bowl has a capacity equal to 3/4 the capacity of the second bowl. If the second bowl has 600 marbles, calculate the total number of marbles both bowls are holding together.",-0.002200445625931,False,1.0,incorrect_high
68,train::1060,['6'],6,1.0,"['6', '6', '6', '6', '6', '6', '6', '6', '6', '6']",-0.0,Micah drank 1.5 liters of water in the morning. Then she drank three times that much water in the afternoon. How many liters of water did she drink from the morning until the afternoon?,-0.0025352262891829,True,1.0,correct_high
69,train::1061,['60000'],6000,0.0,"['6000', '6000', '6000', '6000', '6000', '6000', '6000', '6000', '6000', '6000']",-0.0,"During a race transmitted on television, five advertisements were shown, lasting 3 minutes each. One minute of advertising costs $4000. What was the cost of transmitting these advertisements during the race?",-0.001548878266476,False,1.0,incorrect_high
70,train::1062,['6'],6,1.0,"['6', '6', '6', '6', '6', '6', '6', '6', '6', '6']",-0.0,"Gwen and her friends were recycling paper for their class. For every 3 pounds they recycled they earned one point. If Gwen recycled 5 pounds and her friends recycled 13 pounds, how many points did they earn?",-0.0182458329945802,True,1.0,correct_high
71,train::1063,['45'],45,1.0,"['45', '45', '45', '45', '45', '45', '45', '45', '45', '45']",-0.0,"A magician was selling magic card decks for 5 dollars each. If he started with 14 decks and by the end of the day he had 5 left, how much money did he earn?",-0.0026359357871115,True,1.0,correct_high
72,train::1064,['566'],566,1.0,"['566', '566', '566', '566', '566', '566', '566', '566', '566', '566']",-0.0,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 100 visitors came to the Buckingham palace on the previous day. If there were 666 visitors on that day.How many more visitors visited the Buckingham palace on that day than on the previous day?",-0.0007167869480326,True,1.0,correct_high
73,train::1065,['654'],654,1.0,"['654', '654', '654', '654', '654', '654', '654', '654', '654', '654']",-0.0,There were 22 parents in the program and 676 people in total..How many pupils were present in the program?,-0.0009158230968751,True,1.0,correct_high
74,train::1066,['11'],4,0.0,"['11', '4', '2', '4', '4', '4', '8', '4', '2', '4']",1.0888999753452235,"Lou Senior took 3 cookies out of the cookie jar and ate them.  Since he didn't get caught by his wife, he went back the next day and took another 3 cookies out of the jar.  But after eating just one of the cookies, he felt guilty about it and put the other two cookies back.  His son, Louie Junior saw that his Dad was eating cookies.  So, Louie Junior took seven cookies out of the jar and hid them in his bedroom for later.  The next morning, Debra, Lou's wife looked into the cookie jar and reacted by accusing her husband of eating half of the cookies out of the cookie jar.  How many cookies remained in the jar?",-0.011227405630052,False,0.4,incorrect_low
75,train::1067,['1980'],1200,0.0,"['1200', '1000', '1200', '1200', '1240', '1000', '1080', '1200', '1400', '1200']",1.0888999753452235,"Rich likes to take long walks through town.  First he walks 20 feet from his house to the sidewalk.  Then he walks 200 feet down the sidewalk to the end of the road.  Then he makes a left and walks double his total distance so far until he reaches the next intersection.  Then he walks half the total distance up to this point again to the end of his route, before turning around and walking the same path all the way back home.  How many feet did Rich walk?",-0.0067727770656347,False,0.2909090909090909,incorrect_low
76,train::1068,['12'],12,1.0,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12']",-0.0,"In a glee club, there are two times as many female than male members. How many female members are there if there are 18 members in the club?",-0.0088199088349938,True,1.0,correct_high
77,train::107,['13'],9,0.0,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']",-0.0,"Isabella and Alexis went to the mall to buy some pants and dresses. Alexis bought 3 times more pants and dresses than Isabella. If Alexis bought 21 pairs of pants and 18 dresses, how many pairs of pants and dresses did Isabella buy in total?",-0.0486292280256748,False,1.0,incorrect_high
78,train::1070,['40'],40,1.0,"['40', '40', '40', '40', '40', '40', '40', '40', '40', '40']",-0.0,"Rachel bought 7 new chairs and 3 new tables for her house. If she spent 4 minutes on each piece furniture putting it together, how many minutes did it take her to finish?",-0.003245327156037,True,1.0,correct_high
79,train::1071,['10'],10,1.0,"['10 miles', '10', '10 miles', '10', '10', '10 miles', '10', '10', '10', '10']",-0.0,Luis is driving 80 miles in 2 hours. How far will he go in 15 minutes?,-0.0112519236281514,True,0.5636363636363636,correct_high
80,train::1072,['8'],9,0.0,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']",-0.0,"For a birthday party George bought 10 regular sodas and 22 diet sodas. If his fridge would only hold 4 on each shelf, how many shelves would he fill up?",-0.0232926160097122,False,1.0,incorrect_high
81,train::1073,['4'],5,0.0,"['5', '5', '5', '5', '5', '6', '5', '6', '5', '5']",-0.0,"Megan baked 71 cupcakes for her school's bake sale. If her brother, Todd, ate 43 of them how many packages could she make if she put 7 cupcake in each package?",-0.0067680408246815,False,0.6727272727272727,incorrect_high
82,train::1074,['6'],5,0.0,"['4', '5', '5', '5', '8', '5', '4', '4', '4', '8']",0.6730116670092565,"Tanya went to the grocery store to buy some fruit.  She bought 6 pears, 4 Granny Smith apples, 2 pineapples, and a small basket of plums, which were all placed in a single paper bag.  Unfortunately, the bag that the fruit had been placed in had developed a hole.  Therefore, as Tanya walked home, half of the fruit fell out of the bag.  When she later counted the fruit left in the bag, there were only 9 pieces remaining.  How many plums did she buy?",-0.6935869455337524,False,0.3090909090909091,incorrect_low
83,train::1075,['100'],80,0.0,"['80', '80', '80', '80', '80', '80', '80', '80', '80', '80']",-0.0,"Leo and Agrey went fishing. Agrey caught 20 more fish than Leo. If Leo caught 40 fish, what's the total number of fish they caught together?",-0.0015285247936844,False,1.0,incorrect_high
84,train::1076,['2'],2,1.0,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']",-0.0,"Emir wants to buy a dictionary that costs $5, a dinosaur book that costs $11, and a children's cookbook that costs $5. He has saved $19 from his allowance. How much more money does Emir need to buy all three books?",-0.0015220972709357,True,1.0,correct_high
