Unnamed: 0,id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,C_metric,category
10,train::1506,['28'],0,0.0,"['27000', '16500', '13500', '9300', '18000', '0', '0', '20500', '6000', '12500']",1.89,"This morning, farmer Rita's workers collected 30,000 gallons of milk and chilled it in a storage tank. They then spent the next 4 hours pumping milk at a rate of 2,880 gallons/hour from the storage tank into a milk tanker. For the next 7 hours, the workers added more milk into the storage tank, at a rate of 1,500 gallons per hour. How many gallons of milk were left in the storage tank?",-1.2247651815414429,False,0.05454545454545454,incorrect_low
11,train::552,['90'],50,0.0,"['74', '$80', '66', '60', '65', '$58', '$60', '82', '50', '74']",1.75,"Penn operates an ice cream stall for a week. On the first day, she made $10. Every day after that, she made $4 more than the previous day. How much money did Penn make after 5 days?",-1.4076296091079712,False,0.03636363636363636,incorrect_low
12,validation::642,['9'],17,0.0,"['19', '20', '17', '20', '$17', '26', '17', '$17', '18', '17']",0.9,"Each chocolate bar in a box cost $3. If a box had 7 bars total and Olivia sold all but 4 bars, how much money would she have made?",-0.3492241203784942,False,0.14545454545454545,incorrect_low
13,train::995,['7'],7,1.0,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']",-0.0,Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game?,-0.3887460231781006,True,1.0,correct_high
14,train::1825,['90'],60,0.0,"['66', '73', '60', '80', '73', '60', '60', '84', '60', '70']",1.17,"Eric decides to go to the park. He runs for 20 minutes, then jogs for 10 minutes to reach the park. When he returns, he takes a different route home and this takes him 3 times as long as his trip there. How long does it take Eric to return home?",-0.9750527143478394,False,0.2,incorrect_low
15,validation::589,['784'],784,1.0,"['784', '784', '0', '784', '784', '784', '784', '784', '794', '785']",0.33,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 45 visitors came to the Buckingham palace on the previous day. If 829 people visited the Buckingham palace within the past 85 days.How many visitors visited the Buckingham palace on that day?",-0.4294809401035309,True,0.509090909090909,correct_high
16,train::1558,['66'],76,0.0,"['76', '64', '112', '106', '70', '68', '66', '66', '106', '80']",1.83,"In Zeoland the fine for speeding is $16 for each mile per hour the driver is traveling over the posted speed limit. In Zeoland, Jed was fined $256 for speeding on a road with a posted speed limit of 50 mph. Jed was fined for traveling at what speed in miles per hour?",-0.3873264193534851,False,0.05454545454545454,incorrect_low
17,train::186,['1100'],100,0.0,"['900', '700', '1140', '1000', '$440', '800', '400', '1', '$2200', '400']",1.19,"Janet is trying to decide whether to quit her job and start freelancing. She works 40 hours a week at both jobs. She get paid $30/hour at her current job, and would get paid $40/hour as a freelancer. However, she'd have to pay an extra $25 a week in FICA taxes plus $400/month in healthcare premiums. How much more would Janet make per month as a freelancer if there are four weeks in a month?",-1.407278060913086,False,0.01818181818181818,incorrect_low
18,validation::464,['4'],8,0.0,"['16', '16', '20', '52', '14', '6', '2', '48', '44', '4']",2.03,"Madison and Gigi have to run a total of 2400 meters in gym class. The track is 150 meters around. If they each have run 6 laps, how many more laps do they have to run before they reach 2400 meters?",-0.9752826690673828,False,0.01818181818181818,incorrect_low
19,train::16,['14'],95,0.0,"['95', '95', '95', '95', '95', '95', '95', '15', '95', '11']",0.64,Last week Fred had 86 dollars and Jason had 5 dollars. Fred washed cars over the weekend and now has 9 dollars and Jason did not work..How much money do they have together now?,-0.5764061212539673,False,0.6545454545454545,incorrect_high
20,train::979,['1542'],842,0.0,"['852', '842', '942', '962', '842', '842', '840', '882', '842', '842']",1.23,In a school there are 700 girls and the rest are boys. If there are 142 more boys than girls.How many pupils are there in that school?,-0.523820161819458,False,0.2727272727272727,incorrect_low
21,train::556,['12'],12,1.0,"['42', '12', '12', '3', '23', '21', '3', '3', '12', '13']",1.64,"During a staff meeting, 50 doughnuts were served. If each of the 19 staff ate 2 doughnuts, how many doughnuts are left?",-0.9753013849258424,True,0.16363636363636364,correct_low
22,train::809,['30'],24,0.0,"['24', '24', '30', '24', '24', '36', '24', '18', '30', '24']",1.09,"While playing a trivia game, George answered 6 questions correct in the first half and 4 questions correct in the second half. If each question was worth 3 points, what was his final score?",-0.2035621106624603,False,0.4,incorrect_low
23,train::1260,['17'],17,1.0,"['15', '15', '5', '17', '19', '17', '17', '13', '19', '19']",1.5,"An artist uses 3 ounces of paint for every large canvas they cover, and 2 ounces of paint for every small canvas they cover.  They have completed 3 large paintings and 4 small paintings.  How many ounces of paint have they used?",-1.5034862756729126,True,0.18181818181818182,correct_low
24,validation::273,['9'],15,0.0,"['8', '23', '15', '16', '15', '9', '14', '15', '13', '13']",1.83,"If there are 8 slices in a large pizza, how many slices will remain if Mary orders 2 large pizzas and eats 7 slices?",-0.89863520860672,False,0.12727272727272726,incorrect_low
25,train::1520,['33'],33,1.0,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']",-0.0,A book has 2 chapters. The first chapter is 60 pages long. If there are a total of 93 pages in the book.How many pages are in the second chapter?,-0.0638302192091941,True,1.0,correct_high
26,train::998,['4'],4,1.0,"['2', '2', '4', '5', '4', '6', '4', '6', '4', '2']",1.28,Donna cut her pizza into 12 slices and ate half for lunch.  She ate 1/3 of the remaining pizza for dinner.  How many slices are left for Donna's lunch tomorrow?,-0.1612725704908371,True,0.2545454545454545,correct_low
27,train::1307,['11'],8,0.0,"['2', '13', '8', '1', '16', '9', '13', '13', '10', '12']",1.97,Rachel picked 7 apples from her tree. Thereafter 2 new apples grew on the tree. Now the tree has 6 apples still on it..How many apples did the tree have to begin with?,-1.4067344665527344,False,0.07272727272727272,incorrect_low
28,validation::325,['5'],5,1.0,"['1.5', '20', '35', '1.5', '5', '70', '5', '5', '5', '20']",0.94,"Dikembe wants to teach everyone at school about the importance of flossing, so he plans to bring enough packets of floss for everyone. There are 20 students in his class. Each student needs 1.5 yards of floss. He sees in the store that each packet of floss contains 35 yards. If he buys the least amount necessary, how much floss is left over?",-0.9743958711624146,True,0.21818181818181817,correct_low
29,train::1870,['60'],15,0.0,"['10', '10', '8', '30', '30', '15', '100', '5', '7.5', '15']",1.89,"There are one-third as many Ford trucks as Dodge trucks in the parking lot of the Taco Castle.  But there are twice as many Ford trucks as Toyota trucks in this parking lot, and there are half as many Volkswagen Bugs as there are Toyota trucks in this same parking lot.  If there are 5 Volkswagon Bugs in the parking lot, how many Dodge trucks are in the parking lot of the Taco Castle?",-1.7020715475082395,False,0.09090909090909091,incorrect_low
30,train::1810,['4'],2,0.0,"['1', '2', '4', '2', '2', '6', '3', '4', '12', '2']",1.61,"John with his five friends ordered 3 pizzas. Each pizza had 8 slices. If they all finished and ate the same amount of pizzas, how many slices did each person eat?",-0.474661111831665,False,0.2,incorrect_low
31,validation::2,['240'],60,0.0,"['90', '84', '60', '102', '30', '54', '108', '45', '96', '63']",2.3,"Aaron, Henry's brother, is 15 years old. Henry's sister is three times as old as Aaron. Henry is four times as old as his sister. What's the combined age of the siblings?",-1.6012158393859863,False,0.01818181818181818,incorrect_low
32,train::271,['2'],2,1.0,"['2', '2', '2', '2', '2', '2', '2', '2', '2', '2']",-0.0,Jack received 6 emails in the morning and 8 emails in the afternoon..How many more emails did Jack receive in the afternoon than in the morning?,-0.0155584122985601,True,1.0,correct_high
33,validation::471,['448000'],1500000,0.0,"['1250000', '500000', '1050000', '$250000', '4750000', '1100000', '$ 135000', '$200000', '123120', '2400000']",2.03,James creates a media empire.  He creates a movie for $2000.  Each DVD cost $6 to make.  He sells it for 2.5 times that much.  He sells 500 movies a day for 5 days a week.  How much profit does he make in 20 weeks?,-1.5033204555511477,False,0.0,incorrect_low
34,train::1350,['216'],216,1.0,"['120', '192', '184', '144', '200', '220', '188', '192', '192', '168']",1.97,"Tickets to the school play cost $6 for students and $8 for adults. If 20 students and 12 adults bought tickets, how many dollars' worth of tickets were sold?",-1.911333084106445,True,0.05454545454545454,correct_low
35,validation::132,['32'],32,1.0,"['32', '32', '32', '32', '32', '32', '32', '32', '32', '32']",-0.0,"There 95 colored lights on a Christmas tree. 26 of them are red, 37 of them are yellow and the rest are blue..How many blue lights are there on the Christmas tree?",-0.1295487582683563,True,1.0,correct_high
36,train::649,['30'],7,0.0,"['10', '6', '18', '16', '16', '19', '10', '8', '8', '17']",1.89,"In a block of flats, there are 120 apartments. 85% of them have at least 1 resident, while 60% of the apartments have at least two residents. How many apartments have only one resident?",-1.314847111701965,False,0.05454545454545454,incorrect_low
37,train::931,['10'],10,1.0,"['10', '10', '10', '10', '10', '10', '10', '10', '10', '10']",-0.0,"After a typhoon, 2 trees in Haley's backyard died. If she had grown 12 trees initially.How many trees does she have left?",-0.0800411999225616,True,1.0,correct_high
38,train::1716,['123'],123,1.0,"['115', '111', '123', '115', '105', '123', '121', '91', '111', '117']",0.64,"To get the printer to work, Jerry needs to add a black-and-white cartridge and three color cartridges. If each color cartridge costs $32 and each black-and-white cartridge costs $27, how much does he pay total?",-1.8055349588394165,True,0.09090909090909091,correct_low
39,train::991,['39'],6,0.0,"['24', '19', '15', '18', '4.5', '6', '21', '5', '24', '9']",2.03,Ivanka wrote a book that took her 3 more months than it took Woody to write a book. Woody spent 1.5 years writing his book. How many months in total did Ivanka and Woody need to write their books?,-0.8995218873023987,False,0.03636363636363636,incorrect_low
40,train::155,['20'],150,0.0,"['45', '137.33', '64', '20', '137.5', '50', '25', '120', '150', '45']",2.03,"Percy wants to save up for a new PlayStation, which costs $500. He gets $200 on his birthday and $150 at Christmas. To make the rest of the money, he's going to sell his old PlayStation games for $7.5 each. How many games does he need to sell to reach his goal?",-2.239032745361328,False,0.03636363636363636,incorrect_low
41,train::134,['3'],4,0.0,"['3', '4', '2.5', '6', '2', '7', '4.5', '9', '2', '2']",1.64,"The school nurse must conduct lice checks at the elementary school. She must check 26 Kindergarteners, 19 first graders, 20 second graders, and 25 third graders. If each check takes 2 minutes, how many hours will it take the nurse to complete all the checks?",-1.2238377332687378,False,0.07272727272727272,incorrect_low
42,validation::111,['5'],5,1.0,"['5', '5', '5', '5', '5', '5', '5', '5', '5', '5']",-0.0,"There are 30 fish in the tank. One third of them are blue, and half of the blue fish have spots. How many fish in the tank are blue, spotted fish?",-0.2272429913282394,True,1.0,correct_high
43,train::1253,['9'],9,1.0,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']",-0.0,172 students are forming teams for a mountaineering competition. Each team should have 18 students..How many teams can they form?,-0.2824593782424927,True,1.0,correct_high
44,validation::561,['24'],24,1.0,"['24', '24', '24', '24', '24', '24', '24', '24', '24', '24']",-0.0,Selena and Josh were running in a race. Together they ran 36 miles. Josh ran half of the distance that Selena ran. How many miles did Selena run?,-0.0351817682385444,True,1.0,correct_high
45,train::300,['8066'],8001,0.0,"['8022', '8026', '803', '8026', '8076', '8012', '8082', '8036', '7996', '8082']",1.7,Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 days.How many bottles had she bought?,-1.1376392841339111,False,0.03636363636363636,incorrect_low
46,validation::262,['60'],60 km/hr 40 km/hr,0.0,"['', '120 and 180', 'speed of the train is 120 km/h and speed of the bus is', 'Speed of the train = 150 km/h Speed of the bus =', 'Speed of the bus is 20 km/hr and speed of the train is', 'The speed of the train is 120 km/hr and the speed of the', '80 and 40 kmph', 'The speed of the train is 75 km/hr and the speed of the', '', '50/3 50']",1.61,"Ronnie travels 300 km to her home partly by train and partly by bus. She takes 4 hours if she travels 60 km by train and the remaining by bus. If she travels 100 km by train and the remaining by bus, she takes 10 minutes longer..Find the speed of the train and bus separately.",-0.2550735473632812,False,0.01818181818181818,incorrect_low
47,train::337,['88'],60,0.0,"['220', '100', '180', '90', '44', '50', '0', '160', '32', '80']",1.83,"In a big box, there are marbles in 4 colors. Inside, there are 20 red marbles.  There are three times more green marbles than red.  Yellow marbles make up 20% of the green marbles. How many marbles are of a different color if the total of all marbles in the box is three times more than the number of green marbles?",-1.3138911724090576,False,0.0,incorrect_low
48,train::622,['21'],20,0.0,"['20', '21', '24', '20', '20', '22', '24', '20', '20', '21']",1.22,James has 28 marbles.  He puts them into 4 bags.  He puts the same number in each bag.  He then gives one bag away.  How many marbles does James have left?,-0.0899441987276077,False,0.3090909090909091,incorrect_low
49,train::1596,['4'],4,1.0,"['5', '4', '4', '5', '4', '5', '4', '5', '3', '4']",0.94,For Halloween Bianca received 32 pieces of candy. She ate 12 pieces then placed the rest into piles with 5 in each pile. How many piles could she make?,-1.5030672550201416,True,0.38181818181818183,correct_low
50,validation::400,['67'],67,1.0,"['67', '67', '67', '67', '67', '67', '167', '67', '67', '167']",0.5,Baker made 62 cakes. Then he made 149 more cakes. He sold 144 of them..How many cakes would baker still have?,-0.1433992683887481,True,0.6727272727272727,correct_high
51,train::1554,['4'],4,1.0,"['4', '4', '4', '4', '4', '4', '4', '4', '4', '4']",-0.0,Every day Ryan spends 6 hours on learning english and 2 hours on learning Chinese..How many more hours does he spend on learning english than he does on learning Chinese?,-0.0227988008409738,True,1.0,correct_high
52,validation::539,['33'],33,1.0,"['33', '33', '33', '33', '33', '33', '33', '33', '33', '33']",-0.0,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars..How much did they make per day?,-0.0221042037010192,True,1.0,correct_high
53,validation::601,['3'],3,1.0,"['5', '6', '6', '3', '2', '3', '9', '5', '12', '6']",1.7,"There are 3 meatballs on each spaghetti plate.  If Theresa's 3 sons each eat two-thirds of the meatballs on their respective plates, how many meatballs are still left on their plates altogether?",-0.6936894655227661,True,0.12727272727272726,correct_low
54,train::469,['36'],35,0.0,"['37', '37', '36', '37', '35', '27', '32', '34', '29', '19']",0.9,Hayden has a tank with a small hole in the bottom. The tank starts with 40 gallons of water. It loses 2 gallons of water per hour. Hayden does not add any water for the first two hours. He adds 1 gallon of water to the tank in hour three. He adds three gallons of water to the tank in the fourth hour. How much water is left in the tank at the end of the fourth hour?,-1.5039929151535034,False,0.07272727272727272,incorrect_low
55,train::401,['540'],108,0.0,"['84', '42', '96', '54', '168', '12', '54', '78', '96', '108']",2.03,"Jill has a difficult test to study for.  She decides to study one day for 2 hours.  The next day she doubles this amount, and the day after that she studies one hour less than the previous day.  How many minutes does Jill study over the 3 days?",-0.4769046306610107,False,0.05454545454545454,incorrect_low
56,train::1833,['5'],5,1.0,"['14', '8', '8', '10', '5', '5', '8', '1', '4', '4']",1.42,"Walmart sells a multitool with a screwdriver, 3 knives, and two other tools. Target sells a multitool with a screwdriver, twice as many knives as Walmart, three files and a pair of scissors. How many more tools does the Target multitool have compared to Walmart?",-0.6937325596809387,True,0.12727272727272726,correct_low
57,train::691,['21'],24,0.0,"['36', '27', '30', '24', '18', '27', '24', '18', '18', '24']",1.17,"Katie was selling her necklaces at a garage sale. She sold 4 bead necklaces and 3 gem stone necklaces. If each necklace cost 3 dollars, how much money did she earn?",-1.7026060819625854,False,0.18181818181818182,incorrect_low
58,train::793,['24'],40,0.0,"['20', '40', '40', '36', '40', '50', '52', '60', '40', '40']",1.5,"Mike invited 13 friends to a birthday party, but 7 couldn't come. If he wanted to buy enough cupcakes so each person could have exactly 4, how many should he buy?",-0.4294063746929168,False,0.2727272727272727,incorrect_low
59,train::1449,['25'],75,0.0,"['15', '75', '1', '30', '60', '6', '75', '75', '11', '0.75']",1.75,"The bagels cost $2.25 each, or a dozen for $24. How much is saved, per bagel, in cents, by buying a dozen at a time?",-0.3489575088024139,False,0.10909090909090909,incorrect_low
60,train::1799,['17600'],10800,0.0,"['13200', '77000', '1480000', '16500', '10800', '19800', '220000', '10800', '15400', '13760']",1.61,"Legacy has 5 bars of gold she received from her father. Her friend Aleena has 2 bars fewer than she has. If a bar of gold is worth $2200, calculate the total value of gold the three have together.",-1.054201364517212,False,0.05454545454545454,incorrect_low
61,train::1721,['48'],16,0.0,"['0', '$4', '$4', '$28', '5', '16', '0', '$14', '0', '3']",0.5,"A couple agreed to split their expenses equally, including the salary of their house help. While doing her job, the house help had an accident; thus, she underwent a medical procedure which cost her $128. The couple decided to pay half of the medical expenses and the other half will be deducted from her $160 salary. If the husband paid for the entire half of the hospital bill, how much does he still need to pay so that they split the expenses for the house help equally?",-1.601576805114746,False,0.09090909090909091,incorrect_low
62,train::1850,['7'],7,1.0,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7']",-0.0,Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches..How many more peaches than apples does Steven have?,-0.0712049528956413,True,1.0,correct_high
63,train::1022,['31'],31,1.0,"['31', '31', '31', '31', '31', '31', '31', '31', '31', '31']",-0.0,A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin?,-0.0442308261990547,True,1.0,correct_high
64,train::1143,['3'],9,0.0,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']",-0.0,"Angela is a bike messenger in New York. She needs to deliver 8 times as many packages as meals. If she needs to deliver 27 meals and packages combined, how many meals does she deliver?",-0.0809089317917823,False,1.0,incorrect_high
65,train::596,['288'],270,0.0,"['405', '360', '600', '90', '480', '600', '540', '540', '720', '810']",1.83,"The cost of filling a car fuel tank is $45, and this can take you 500 miles before refilling. Mallory was going to her grammy's house, 2000 miles away. If she used 3/5 times as much money on food as she spent on filling the car fuel tank for the whole journey, calculate the total amount of money she used.",-1.6012181043624878,False,0.03636363636363636,incorrect_low
66,validation::214,['8960'],10400,0.0,"['16800', '4560', '8000', '$ 6480', '$4320', '1680', '$8480', '10880', '3240', '10800']",1.89,"A hardware store sold 10 graphics cards, 14 hard drives, 8 CPUs, and 4 pairs of RAM in one week. The graphics cards cost $600 each, hard drives cost $80 each, CPUs cost $200 each, and RAM cost $60 for each pair. How much money did the store earn this week?",-1.7020493745803833,False,0.0,incorrect_low
67,train::741,['4680'],0,0.0,"['100', '1280', '1600', '0', '2400', '0', '1600', '1064', '2400', '480']",1.89,A tank with a capacity of 8000 gallons is 3/4 full. Daxton empty's the tank by 40% of the total volume of water in the tank to water his vegetable farm. He then fills the tank with 30% of the volume of water remaining in the tank. Calculate the final volume of water in the tank.,-0.8267554044723511,False,0.09090909090909091,incorrect_low
68,train::496,['8'],28,0.0,"['14', '27', '28', '28', '28', '28', '8', '9', '28', '12']",0.94,"Jeremy loves to play Scrabble.  He once played a three-letter word on a triple word score to earn thirty points.  If before the word score was tripled, the first and third letters were each valued at one point apiece, how much was the middle letter valued at before the word score was tripled?",-1.054200530052185,False,0.2727272727272727,incorrect_low
69,train::1111,['5'],5,1.0,"['5', '5', '4', '5', '6', '5', '5', '8', '6.67', '8 hours']",1.36,"It takes 1 person working 10 hours to figure out the solution to a math problem.  If you add a second person who's equally good at math, how long will the two of them have to work to solve the same problem?",-0.3143399655818939,True,0.2727272727272727,correct_low
70,train::1891,['12'],12,1.0,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12']",-0.0,Cody had a bag of marbles. Later he gave five to his brother. Now Cody has seven marbles..How many marbles did Cody have to start with?,-0.2536094486713409,True,1.0,correct_high
71,train::1259,['20'],18,0.0,"['16', '18', '20', '16', '18', '20', '18', '18', '18', '12']",1.22,"A painter needed to paint 6 rooms in a building. Each room takes 5 hours to paint. If he already painted 2 rooms, how much longer will he take to paint the rest?",-0.4293378591537475,False,0.3090909090909091,incorrect_low
72,train::685,['4'],4,1.0,"['4', '4', '4', '4', '4', '4', '4', '4', '4', '4']",-0.0,"Anna has a certain number of phone chargers and five times more laptop chargers than phone chargers. If she has 24 chargers total, how many phone chargers does she have?",-0.1286281198263168,True,1.0,correct_high
73,train::723,['36'],36,1.0,"['36', '36', '36', '36', '36', '36', '36', '36', '36', '36']",-0.0,A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin?,-0.0714055374264717,True,1.0,correct_high
74,train::731,['21'],7,0.0,"['5', '8', '20', '7', '10', '10', '8', '3', '10', '5']",1.5,Together Adam and Jackie have 12 apples. He has 9 apples more than Adam and Jackie together do. Adam has 8 more apples than Jackie..How many apples does He have?,-1.138755202293396,False,0.10909090909090909,incorrect_low
75,validation::43,['62'],8,0.0,"['8', '7.5', '76', '11', '34', '8', '80', '8', '8', '11']",1.36,Daliah picked up 17.5 pounds of garbage. Dewei picked up 2 pounds less than Daliah. Zane picked up 4 times as many pounds of garbage as Dewei. How many pounds of garbage did Zane pick up?,-0.3140078783035278,False,0.2,incorrect_low
76,train::1444,['9'],9,1.0,"['9', '9', '9', '9', '9', '9', '9', '9', '9', '9']",-0.0,Jerry owned seven video games. For his birthday he got two more..How many games did Jerry have total?,-0.0355035029351711,True,1.0,correct_high
77,train::1364,['320'],80,0.0,"['80', '160', '80', '80', '160', '80', '160', '80', '160', '80']",0.67,"On the last night that roller skate rink was open, 40 people showed up to roller skate one last time.  When all 40 people skated at one time, how many wheels were on the floor?",-0.202234610915184,False,0.4909090909090909,incorrect_low
78,train::1805,['41'],18,0.0,"['$18', '28', '52', '18', '78', '$3', '38', '18', '58', '18']",0.69,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",-0.5239242315292358,False,0.10909090909090909,incorrect_low
79,train::929,['50'],12,0.0,"['9', '25', '30', '6', '16', '30', '5', '7', '17', '9']",1.89,"If there are four times as many apples as oranges in a certain fruit basket and the basket has 15 apples, how many fruits would Emiliano have consumed if he eats 2/3 of each fruit's quantity in the basket?",-1.503443479537964,False,0.03636363636363636,incorrect_low
80,train::20,['1065'],1068,0.0,"['1068', '1072', '1070', '1072', '1069', '1070', '1067', '1068', '1066', '1068']",1.03,"In a factory that employed 852 people, 25% more workers have just been hired. How many employees are there now in the factory?",-0.180153414607048,False,0.14545454545454545,incorrect_low
81,validation::308,['600'],2400,0.0,"['4000', '360', '1200', '600', '100', '400', '144', '600', '480', '800']",1.83,"A father is buying sand to fill his son's new sandbox, but he is worried that the sand will be too heavy for his car.  The sandbox is square, with each side being 40 inches long.  If a 30-pound bag of sand is enough to fill 80 square inches of the sandbox to an adequate depth, how many pounds of sand are needed to fill the box completely?",-1.1372864246368408,False,0.01818181818181818,incorrect_low
82,train::183,['30'],30,1.0,"['34', '34', '30', '3 x 12 = 36. 36 x 2.', '30', '30', '31', '34', '30', '30']",1.17,Bruno wants to buy two and one-half dozens of pens. How many pens will he have?,-1.2251955270767212,True,0.32727272727272727,correct_low
83,train::1379,['18'],16,0.0,"['20', '12', '22', '13', '16', '14', '18', '24', '8', '20']",2.03,"During a unit on probability, a teacher surveys her class asking her students two questions.  The first question was whether they prefer dogs or cats, and the second question was whether they movies or video games.  Of the 30 students in her class, 50% chose dogs and video games as their two answers, while 10% chose dogs and movies as their two answers.  In total, how many students in this teacher's class prefer dogs over cats?",-1.224616527557373,False,0.03636363636363636,incorrect_low
84,train::1328,['30'],0,0.0,"['30', '10', '30', '10', '0', '30', '20', '30', '0', '10']",0.94,Mary wants to bake 10 apple pies for a charity event. Each pie needs 8 apples and she already harvested 50 apples from the trees in her garden. How many more apples does she need to buy to make all 10 pies?,-1.0541746616363523,False,0.21818181818181817,incorrect_low
85,train::1010,['1400'],2240,0.0,"['2240', '2240', '2240', '2240', '2240', '4480', '160', '960', '1280', '16']",1.36,Matt's protein powder is 80% protein.  He weighs 80 kg and wants to eat 2 grams of protein per kilogram of body weight each day.  How much protein powder does he need to eat per week?,-0.4291721880435943,False,0.2727272727272727,incorrect_low
86,train::333,['4'],16,0.0,"['12', '16', '16', '8', '16', '14', '22', '16', '14', '8']",1.47,The area of square A is 25. The area of square B is 81. What's the length difference between the sides of square A and B?,-0.5236479043960571,False,0.21818181818181817,incorrect_low
87,train::1090,['5'],5,1.0,"['5', '5', '5', '5', '4.5', '4.5', '5', '5', '5', '4.5']",0.61,Colin ran his first mile in 6 minutes.  He ran his next two miles in 5 minutes each and finished his 4th mile in 4 minutes.  What was the average time it took him to run a mile?,-0.7583454847335815,True,0.5636363636363636,correct_high
