id,question,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,p_true,LLM_verdict,C_metric,category,DSE_threshold,DSE_b_entropy,category_dse
train::2183,Atoms with the same atomic number but different mass numbers are called what?,['isotopes'],isotopes,1.0,"['isotopes', 'isotopes', 'isotopes', 'isotopes', 'isotopes', 'isotopes', 'isotopes', 'isotopes', 'isotopes', 'isotopes']",-0.0,-0.0494187772274017,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::7502,What organs absorb water and nutrients from the soil?,['roots'],roots,1.0,"['roots', 'roots', 'roots', 'roots', 'roots', 'roots', 'roots', 'roots', 'roots', 'roots']",-0.0,-0.1610490381717682,True,1.0,correct_high,0.6969696970393939,0,correct_high
validation::926,"When you burn wood into ash or burn a marshmallow to become brown and crispy, it is impossible to undo.  this change is known as what?",['chemical change'],irreversible change,1.0,"['permanent change', 'irreversible', 'irreversible', 'chemical change', 'irreversibility', 'chemical change', 'chemical change', 'chemical change', 'change of state', 'irreversible']",0.94,-0.4299498498439789,True,0.1636363636363636,correct_low,0.6969696970393939,1,correct_low
train::3930,What are the three types of symbiotic relationships?,"['mutualism, communalism, parasitism']",mutualism commensalism parasitism,1.0,"['mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism parasitism', 'mutualism commensalism and parasitism']",-0.0,-0.0556301772594451,True,0.8181818181818182,correct_high,0.6969696970393939,0,correct_high
train::7219,Which mineral do native americans use to decorate items?,['turquoise'],turquoise,1.0,"['turquoise', 'turquoise', 'turquoise', 'turquoise', 'turquoise', 'turquoise', 'turquoise', 'obsidian', 'turquoise', 'turquoise']",0.33,-0.1008048206567764,True,0.8181818181818182,correct_high,0.6969696970393939,0,correct_high
train::10072,What is the term for a test to see if a scientific explanation is right or wrong?,['experiment'],hypothesis test,0.0,"['hypothesis test', 'hypothesis test', 'experimentation', 'prediction', 'hypothesis test', 'hypothesis testing', 'experiment', 'test', 'prediction test', 'test hypothesis']",1.22,-0.4748282432556152,False,0.109090909090909,incorrect_low,0.6969696970393939,1,incorrect_low
train::6160,"Hay fever is actually an allergy to what substance, vital to plant reproduction?",['pollen'],pollen,1.0,"['pollen', 'pollen', 'pollen', 'pollen', 'pollen', 'pollen', 'pollen', 'pollen', 'pollen', 'pollen']",-0.0,-0.0438225530087947,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::728,What light-producing process occurs when a substance absorbs shorter-wavelength ultraviolet light and then gives off the energy as visible light?,['fluorescence'],fluorescence,1.0,"['fluorescence', 'phosphorescence', 'fluorescence', 'fluorescence', 'fluorescence', 'fluorescence', 'fluorescence', 'fluorescence', 'fluorescence', 'fluorescence']",0.33,-0.3142443895339966,True,0.8181818181818182,correct_high,0.6969696970393939,0,correct_high
train::9573,The anterior muscles of the neck facilitate swallowing and what else?,['speech'],turning the head,0.0,"['head rotation', 'rotating the head', 'turning the head and neck', 'breathing', 'speech', 'rotation of the head', 'head rotation', 'head rotation', 'speaking', 'rotating the head']",1.09,-0.8990816473960876,False,0.0727272727272727,incorrect_low,0.6969696970393939,1,incorrect_low
train::66,What consequence of a tornado is responsible for most injuries and deaths?,['flying debris'],wind,0.0,"['high winds', 'wind', 'wind speed', 'winds', 'flying debris', 'wind', 'wind', 'flying debris', 'winds', 'the wind speed']",1.03,-1.8095728158950808,False,0.1454545454545454,incorrect_low,0.6969696970393939,1,incorrect_low
train::3868,What manages the material and energy resources of the cell?,['metabolism'],cell membrane,0.0,"['the cell membrane', 'ribosomes', 'the endomembrane system', 'ribosomes', 'cell membrane', 'cytoplasm', 'cell membrane', 'cell membrane', 'ribosomes', 'The cell membrane and other organelles']",1.42,-2.7085769176483154,False,0.1636363636363636,incorrect_low,0.6969696970393939,1,incorrect_low
train::2200,What is the hollow sac like organ that stores urine until it is excreted?,['bladder'],bladder,1.0,"['urinary bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'bladder', 'urinary bladder', 'bladder']",-0.0,-0.7600105404853821,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::3201,What processes involve a transfer of electrons between the wire and the solution?,['electrochemical'],oxidation and reduction,0.0,"['electrochemical reactions', 'redox reactions', 'redox reactions', 'electrolysis electroplating', 'oxidation/reduction', 'redox reactions', 'redox', 'oxidation and reduction', 'oxidation and reduction', 'oxidation and reduction']",1.17,-1.3154103755950928,True,0.1636363636363636,correct_low,0.6969696970393939,1,correct_low
train::4972,"What common process is used in the production of bread, cheese and alcoholic beverages?",['fermentation'],fermentation,1.0,"['fermentation', 'fermentation', 'fermentation', 'fermentation', 'fermentation', 'fermentation', 'fermentation', 'fermentation', 'fermentation', 'fermentation']",-0.0,-0.0496317222714424,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::8808,What is the product of microfilament movement powered by chemical energy?,['muscle contraction'],muscle contraction,1.0,"['contraction', 'muscle contraction', 'contraction', 'muscle contraction', 'muscle contraction', 'muscle contraction', 'contraction', 'muscle contraction', 'muscle contraction', 'contraction']",0.67,-0.1277031749486923,True,0.4909090909090909,correct_low,0.6969696970393939,0,correct_high
train::6011,What is the permanent prevention of gamete production or release called?,['sterilization'],sterilization,1.0,"['sterilization', 'sterilization', 'sterilization', 'sterilization', 'sterilization', 'sterility', 'sterilization', 'sterilization', 'sterility', 'sterilization']",-0.0,-0.1277434527873993,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::3943,"In eukaryotes, the cell cycle consists of a long preparatory period, called __________ before undergoing cell division.",['interphase'],interphase,1.0,"['interphase', 'interphase', 'interphase', 'interphase', 'interphase', 'interphase', 'interphase', 'interphase', 'interphase', 'interphase']",-0.0,-0.0707425698637962,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::5160,"What tool, used to locate underwater objects, utilizes ultrasound in a way that is similar to echolocation?",['sonar'],sonar,1.0,"['sonar', 'side-scan sonar', 'sonar', 'sonar', 'side-scan sonar', 'sonar', 'sonar', 'side-scan sonar', 'sonar', 'sonar']",0.61,-0.1274868100881576,True,0.5636363636363636,correct_high,0.6969696970393939,0,correct_high
train::10948,Coronary heart disease is caused when what blocks coronary arteries?,['plaque'],plaque,1.0,"['plaque', 'plaque', 'fat', 'plaque', 'cholesterol plaques', 'plaque', 'plaque', 'plaque', 'plaque buildup', 'plaque']",0.64,-0.0706612691283226,True,0.509090909090909,correct_high,0.6969696970393939,0,correct_high
train::9015,"Hypertension, or high blood pressure, can increase the risk of what?",['cardiovascular disease'],heart disease,1.0,"['heart attacks', 'heart attack', 'heart disease', 'heart attack', 'stroke', 'heart attack or stroke', 'heart disease', 'heart disease', 'cardiovascular disease', 'cardiovascular disease']",1.17,-0.282653659582138,True,0.1454545454545454,correct_low,0.6969696970393939,1,correct_low
train::7399,Practical limits of van de graaff generators arise because the large electric fields polarize and eventually do what to surrounding materials?,['ionize'],ionize,1.0,"['ionize', 'ionize', 'ionize', 'ionize', 'ionize', 'ionize', 'break', 'ionize', 'ionize', 'break apart the molecules']",0.64,-0.0793359279632568,True,0.6545454545454545,correct_high,0.6969696970393939,0,correct_high
train::7159,What do you call any force that makes something move in a circle?,['centripetal force'],centripetal force,1.0,"['centripetal force', 'centripetal force', 'centripetal force', 'centripetal force', 'centripetal force', 'centripetal force', 'centripetal force', 'centripetal force', 'centripetal force', 'centripetal force']",-0.0,-0.180575743317604,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::7717,What happens to energy in a closed system?,['is conserved'],it remains constant,0.0,"['it remains constant', 'stays the same', 'conserved', 'remains constant', 'remains constant', 'stays constant', 'it gets converted into a different form', 'remains constant', 'remains constant', 'remains constant']",0.64,-0.2526261806488037,True,0.2,correct_low,0.6969696970393939,0,correct_high
train::1068,The pressure of a sample of gas is measured with an open-end what?,['manometer'],manometer,1.0,"['manometer', 'manometer', 'manometer', 'manometer', 'manometer', 'manometer', 'manometer', 'manometer', 'manometer', 'manometer']",-0.0,-0.6332756280899048,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::10723,"What structures include the vagina, uterus, ovaries, and fallopian tubes?",['reproductive'],female reproductive system,1.0,"['the female reproductive system', 'the female reproductive system', 'female reproductive system', 'female reproductive system', 'female reproductive organs', 'the female reproductive system', 'female reproductive organs', 'female reproductive system', 'the female reproductive system', 'the female reproductive system']",-0.0,-0.143506571650505,True,0.3090909090909091,correct_low,0.6969696970393939,0,correct_high
train::9600,Rh antibodies can prove dangerous if they cross what barrier in pregnancy?,['placental'],placental,1.0,"['placental', 'placental', 'placental', 'placenta', 'placental', 'placental', 'placental', 'placental', 'placental', 'placental']",-0.0,-0.252528578042984,True,0.8181818181818182,correct_high,0.6969696970393939,0,correct_high
train::5329,"Snails, scallops, and squids are examples of invertebrates called what?",['mollusks'],mollusks,1.0,"['mollusks', 'mollusks', 'mollusks', 'mollusks', 'mollusks', 'mollusks', 'mollusks', 'mollusks', 'mollusks', 'mollusks']",-0.0,-0.1278286427259445,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::8243,"Equilibriums are affected by changes in concentration, total pressure or volume, and this?",['temperature'],temperature,1.0,"['temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature', 'temperature']",-0.0,-0.2265818268060684,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::2568,What feature of the spine helps with flexibility and strength?,['curves'],vertebrae,0.0,"['vertebrae', ""the vertebrae's S-shaped curve"", 'curvature', 'curves', 'vertebrae', 'curvature', 'the curve', 'the vertebrae discs', 'vertebral discs', 'vertebral curvature']",1.47,-0.7586466073989868,False,0.0727272727272727,incorrect_low,0.6969696970393939,1,incorrect_low
train::3682,Which process causes rocks at the earth's surface to change form?,['weathering'],weathering,1.0,"['weathering', 'weathering', 'weathering', 'weathering', 'weathering', 'weathering', 'weathering', 'weathering', 'weathering', 'weathering']",-0.0,-0.0896170660853385,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::6778,What always has the same elements in the same ratio?,['compound'],compound,1.0,"['compound', 'a chemical compound', 'compound', 'a compound', 'compound', 'a chemical compound', 'a compound', 'compound', 'a compound', 'a compound']",0.5,-0.7586435675621033,True,0.3090909090909091,correct_low,0.6969696970393939,0,correct_high
train::3913,Many plants generate root pressure during which phase?,['growing season'],transpiration,0.0,"['light', 'the daytime', 'active', 'transpiration', 'day', 'the daylight phase', 'transpiration', 'positive', 'daylight', 'nighttime']",1.36,-0.2018964290618896,False,0.0545454545454545,incorrect_low,0.6969696970393939,1,incorrect_low
train::607,"The boiling point of a solution is higher than the boiling point of the pure solvent, but the opposite occurs with this?",['freezing point'],freezing point,1.0,"['freezing point', 'freezing point', 'freezing point', 'dissolving', 'freezing point', 'freezing point', 'melting point', 'freezing point depression', 'freezing point', 'freezing point']",0.5,-0.2017388045787811,True,0.509090909090909,correct_high,0.6969696970393939,0,correct_high
train::521,"In recent years, however, researchers have discovered that microsporidia actually have tiny organelles derived from what?",['mitochondria'],mitochondria,1.0,"['mitochondria', 'mitochondria', 'mitochondria', 'bacteria', 'bacteria', 'bacteria', 'endosymbiotic bacteria', 'mitochondria', 'mitochondria', 'mitochondria']",0.9,-0.6334206461906433,True,0.4363636363636363,correct_low,0.6969696970393939,1,correct_low
train::8156,What will happen to a rock when it's under tremendous stress?,['it will fracture'],it will break,1.0,"['it will break', 'it will fracture', 'fractured', 'it will fracture', 'it will fracture', 'It will break.', 'The rock will break and split into smaller fragments. This is called fracture.', 'fold', 'It will crack or break.', 'The rock will break.']",0.64,-1.1381750106811523,True,0.0727272727272727,correct_low,0.6969696970393939,0,correct_high
train::4944,"The ability to maintain a stable internal temperature, despite the climate, is exhibited by members of what animal group?",['mammals'],mammals,1.0,"['mammals', 'mammals', 'mammals', 'mammals', 'mammals', 'mammals', 'mammals', 'mammals', 'mammals', 'mammals']",-0.0,-0.2019373476505279,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::9963,The rise in greenhouse gases has what effect on the temperature of earth?,['it increases'],increases,1.0,"['increases it', 'increase', 'increase', 'increased', 'increase', 'increases', 'increases', 'increase', 'increase', 'increases']",-0.0,-0.2034379243850708,True,0.2909090909090909,correct_low,0.6969696970393939,0,correct_high
train::10803,Does an increase in temperature speed up or slow down reactions?,['speed up'],speed up,1.0,"['slow down', 'slow down', 'speed up', 'slow down', 'It speeds up.', 'slow down', 'speed up', 'speed up', 'slow down', 'speed up']",0.69,-0.3872489035129547,True,0.3636363636363636,correct_low,0.6969696970393939,0,correct_high
train::1184,"Glycolysis, the krebs cycle, and the electron transport chain are stages in what process?",['aerobic cellular respiration'],cellular respiration,1.0,"['cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration', 'cellular respiration']",-0.0,-0.1010732650756836,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::8761,"If an elephant and a boy are falling towards the ground, who will land first?",['both same time'],the boy,0.0,"['the boy', 'the boy', 'elephant and the boy will land at the same time.', 'the boy', 'the boy', 'the elephant', 'boy', 'the boy', 'boy', 'They will land at the same time because they are in free fall and all']",0.94,-0.6337507963180542,False,0.2909090909090909,incorrect_low,0.6969696970393939,1,incorrect_low
train::1331,The major salivary enzyme is called?,['amylase'],amylase,1.0,"['amylase', 'amylase', 'amylase', 'amylase', 'amylase', 'amylase', 'amylase', 'amylase', 'amylase', 'amylase']",-0.0,-0.3140874803066253,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::2458,What process involves the flow of heat from warmer objects to cooler objects?,['conduction'],conduction,1.0,"['heat transfer', 'conduction', 'heat transfer', 'conduction', 'conduction', 'conduction', 'conduction', 'conduction', 'conduction', 'conduction']",0.5,-2.465838432312012,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::6312,What occurs when individuals of different species strive for a limited resource in the same area?,['interspecific competition'],competition,1.0,"['competition', 'competition', 'competition', 'competition', 'competition', 'competition', 'competition', 'competition', 'competition', 'competition']",-0.0,-0.1139337047934532,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::9314,Many discrete characters are determined by a single gene locus with different alleles that produce distinct what?,['phenotypes'],phenotypes,1.0,"['phenotypes', 'phenotypes', 'traits', 'traits', 'phenotypes', 'traits', 'traits', 'phenotypes', 'traits', 'phenotypes']",-0.0,-0.1432995945215225,True,0.4545454545454545,correct_low,0.6969696970393939,0,correct_high
train::6143,The two main fundamental particles that make up neutrons are quarks and what else?,['gluons'],electrons,0.0,"['electrons', 'gluons', 'electrons', 'electrons', 'electrons', 'electrons', 'gluons', 'electrons', 'gluons', 'protons']",0.9,-2.58162522315979,False,0.4363636363636363,incorrect_low,0.6969696970393939,1,incorrect_low
train::9874,"What organ has four ventricles, all of which developed from the original hollow space within the neural tube?",['brain'],heart,0.0,"['brain', 'brain', 'heart', 'heart', 'brain', 'brain', 'heart', 'heart', 'the brain', 'heart']",0.69,-4.266178131103516,False,0.3818181818181818,incorrect_low,0.6969696970393939,0,incorrect_high
validation::948,What do you call electrons that form bonds with other elements in compounds and generally determine the properties of elements?,['valence electrons'],valence electrons,1.0,"['valence electrons', 'valence electrons', 'valence electrons', 'valence electrons', 'valence electrons', 'valence electrons', 'valence electrons', 'valence electrons', 'valence electrons', 'valence electrons']",-0.0,-0.1279437094926834,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::1855,What kind of muscle is responsible for hollow organs contracting?,['smooth muscle'],smooth,1.0,"['smooth muscle', 'smooth', 'smooth muscle', 'smooth muscle', 'smooth', 'smooth muscle', 'smooth', 'smooth muscle', 'smooth muscle', 'smooth']",-0.0,-0.5308212041854858,True,0.4545454545454545,correct_low,0.6969696970393939,0,correct_high
train::1587,What structures of the cardiovascular system help regulate body processes by either constricting or dilating?,['blood vessels'],blood vessels,1.0,"['blood vessels', 'blood vessels', 'blood vessels', 'blood vessels', 'blood vessels', 'blood vessels', 'blood vessels', 'blood vessels', 'blood vessels', 'blood vessels']",-0.0,-0.1139438152313232,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::7250,Vaccinations are designed to boost immunity to a virus to prevent this?,['infection'],infection,1.0,"['infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection', 'infection']",-0.0,-0.0343311317265033,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::2732,What is the main difference between eukaryotic and prokaryotic cells?,['eukaryotic cells have a nucleus'],presence of a nucleus,0.0,"['Eukaryotic cells have a nucleus while prokaryotic cells', 'presence or absence of a nucleus', 'nucleus', 'Nucleus', 'nucleus', 'the presence of a true nucleus', 'the presence of a nucleus in eukaryotic cells', 'the presence of a nucleus', 'the presence of a nucleus', 'a nucleus']",0.5,-0.3503932952880859,True,0.0727272727272727,correct_low,0.6969696970393939,0,correct_high
train::3135,"One type of tissue, called brown fat, is made up of cells packed full of what?",['mitochondria'],mitochondria,1.0,"['mitochondria', 'mitochondria', 'lipid droplets', 'mitochondria', 'lipid droplets', 'mitochondria', 'mitochondria', 'lipids', 'lipid droplets', 'mitochondria']",0.9,-0.5764744281768799,True,0.4363636363636363,correct_low,0.6969696970393939,1,correct_low
train::5723,"What does the decomposition of dead organisms and organic waste release into the atmosphere, soil, or ocean?",['carbon'],nutrients,0.0,"['nutrients', 'nutrients', 'carbon dioxide', 'nutrients', 'nutrients', 'nutrients', 'nutrients', 'carbon dioxide', 'nutrients', 'nutrients']",0.5,-0.2530103623867035,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::7114,What is the change of characteristics of living things over time?,['evolution'],evolution,1.0,"['evolution', 'evolution', 'evolution', 'evolution', 'evolution', 'evolution', 'evolution', 'evolution', 'evolution', 'evolution']",-0.0,-0.0630706623196601,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::6798,"When dissolved in water, the base sodium hydroxide (naoh) produces sodium ions with what charge?",['positive'],+1,0.0,"['+1', 'a positive charge', 'positive', '+1', '+1', 'positive', '+1', '+1', '+1', 'positive']",-0.0,-0.1608764231204986,True,0.4363636363636363,correct_low,0.6969696970393939,0,correct_high
train::7316,The atoms of a compound are held together by what type of bonds?,['chemical'],chemical bonds,1.0,"['chemical bonds', 'chemical bonds', 'chemical', 'chemical bonds', 'chemical bonds', 'chemical bonds', 'chemical', 'chemical bonds', 'chemical bonds', 'chemical bonds']",-0.0,-0.1807448118925094,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::4029,What was the first object to form in the solar system?,['sun'],the sun,1.0,"['the Sun', 'sun', 'the Sun', 'the sun', 'sun', 'the Sun', 'The Sun', 'Earth', 'the Sun', 'the sun']",0.33,-1.505735158920288,True,0.5272727272727272,correct_high,0.6969696970393939,0,correct_high
train::11179,How do wolves learn to hunt as a group?,['observational learning'],by observing and imitating experienced pack members,0.0,"['They learn through a combination of instinct observation and practice.', 'By imitating their parents and other wolves.', 'by observing experienced hunters and practicing hunting techniques.', 'They learn by observing other experienced wolves in the pack and through trial and error', 'by following experienced hunters', 'through apprenticeship', 'through learning and social interaction', 'through observation and imitation', 'from observing other wolves', 'They learn through observation and imitation.']",2.16,-0.2569975256919861,True,0.0,correct_low,0.6969696970393939,1,correct_low
train::4509,What do cells do in order to replace damaged or worn out cells?,['divide'],regenerate,0.0,"['divide', 'regenerate', 'regenerate', 'regenerate', 'regenerate', 'regenerate', 'reproduce', 'replicate', 'divide', 'regenerate']",0.95,-2.4666531085968018,True,0.4,correct_low,0.6969696970393939,1,correct_low
train::2357,What does urine leave the body through?,['urethra'],the urethra,1.0,"['the bladder', 'kidneys and bladder', 'kidneys', 'urethra', 'ureters', 'urethra', 'urinary tract', 'the urethra', 'the ureters', 'kidneys and the ureters']",1.83,-0.2531249523162842,True,0.0363636363636363,correct_low,0.6969696970393939,1,correct_low
train::10137,"Influenza is a type of what, where glycoproteins attach to a host epithelial cell?",['viral disease'],viral infection,1.0,"['viral infection', 'viral infection', 'viral infection', 'virus', 'viral infection', 'viral infection', 'enveloped virus', 'virus', 'viral infection', 'viral infection']",0.33,-0.576760470867157,True,0.5272727272727272,correct_high,0.6969696970393939,0,correct_high
train::8571,What feature of the land do contour lines show?,['three-dimensional shape'],elevation,0.0,"['elevation', 'elevation', 'shape', 'shape and elevation', 'elevation', 'elevation', 'elevation', 'elevation', 'elevation', 'elevation']",0.64,-0.0237595308572053,True,0.6545454545454545,correct_high,0.6969696970393939,0,correct_high
train::2930,"What model of the atom features an electron orbiting a nucleus, forming a closed-current loop and producing a magnetic field with a north pole and a south pole?.",['planetary model'],Rutherford model,1.0,"[""Thomson's watermelon model"", ""electron model of Rutherford's atom"", 'Rutherford model of the atom', 'Bohr model', 'a classical model', 'electron model', 'Bohr model', 'Rutherford model', 'Thomson model', 'Bohr model']",1.83,-0.5765055418014526,True,0.0727272727272727,correct_low,0.6969696970393939,1,correct_low
train::1962,How do mammals generate heat?,['maintaining high metabolism'],through metabolic processes,0.0,"[""shivering and the body's internal furnace (core)"", 'metabolic processes', 'through metabolic processes', 'through metabolic processes', 'shivering muscle contractions and increased metabolism', 'by shivering or by increasing their metabolic rate they generate heat internally', 'through a process called homeothermry mammals regulate their internal body temperature', 'through metabolic processes (shivering basal metabolism) and through insulation.', 'by their metabolisms', 'through rapid metabolism in small bodies']",1.75,-0.4757575392723083,True,0.0545454545454545,correct_low,0.6969696970393939,1,correct_low
train::4383,What is group 16 of the periodic table referred to?,['oxygen group'],the chalcogens,0.0,"['the chalcogens', 'the chalcogens', 'chalcogens', 'the chalcogens', 'the chalcogens', 'chalcogens', 'the chalcogens', 'the chalcogens', 'chalcogens', 'the chalcogens']",-0.0,-0.2020855993032455,True,0.5636363636363636,correct_high,0.6969696970393939,0,correct_high
train::7482,"Amino groups are found within amino acids, nicknamed the building blocks of what?",['proteins'],proteins,1.0,"['proteins', 'proteins', 'proteins', 'proteins', 'proteins', 'proteins', 'life', 'proteins', 'proteins', 'life']",0.5,-0.1137238144874572,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::4967,Saturated hydrocarbons are given the general name of what?,['alkanes'],alkanes,1.0,"['paraffins', 'alkanes', 'paraffins', 'alkanes', 'alkanes', 'alkanes', 'alkanes', 'alkanes', 'alkanes', 'alkanes']",0.5,-0.1615135967731475,True,0.6727272727272727,correct_high,0.6969696970393939,0,correct_high
train::2709,"Because force and electric field are what, they have direction as well as their value?",['vectors'],vectors,1.0,"['vector', 'vectors', 'vector quantities', 'vectors', 'vectors', 'vectors', 'vector', 'vector quantities', 'vector', 'vectors']",-0.0,-0.2020080685615539,True,0.3454545454545454,correct_low,0.6969696970393939,0,correct_high
train::10845,What does ubiquitin indicate about a protein's lifespan?,['completion'],It is destined for degradation,0.0,"['The protein is likely to be broken down and recycled by the cell.', 'a protein with ubiquitin is marked for degradation', 'The protein is to be broken down', 'its degradation', 'Its presence typically marks the protein for degradation and thus its presence is associated with', 'the protein should be broken down', 'Shorter', 'a short life', 'that it is in a pathway to be degraded', ""that the protein's lifespan is short""]",1.28,-0.1433429718017578,True,0.0,correct_low,0.6969696970393939,1,correct_low
train::10652,"Water behind a dam has potential energy. moving water, such as in a waterfall or a rapidly flowing river, has this?",['kinetic energy'],kinetic energy,1.0,"['kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy', 'kinetic energy']",-0.0,-0.0624518729746341,True,1.0,correct_high,0.6969696970393939,0,correct_high
train::2862,Weight refers to what force acting on a mass?,['gravitational'],gravity,0.0,"['gravity', 'gravity', 'gravity', 'gravity', 'gravity', 'gravity', 'gravity', 'gravity', 'gravity', 'gravitational']",-0.0,-0.1273648589849472,True,0.8181818181818182,correct_high,0.6969696970393939,0,correct_high
train::2892,"Are the joints between the vertebrae contained in your backbone fully movable, partially movable, or unmovable?",['partially movable'],partially movable,1.0,"['unmovable', 'partially movable', 'partially movable', 'partially movable', 'partially movable', 'partially movable', 'partially movable', 'partially movable', 'partially movable', 'partially movable']",0.33,-0.283121794462204,True,0.8181818181818182,correct_high,0.6969696970393939,0,correct_high
