id,ground_truth,low_t_generation,accuracy,n_generations,cluster_assignment_entropy,question,p_true,LLM_verdict,C_metric,category,DSE_threshold,DSE_b_entropy,category_dse
train::1001,['altricial organisms'],altricial,1.0,"['altricial', 'Altricial', 'altricial', 'altricial', 'altricial', 'altricial', 'mammals', 'Altricial', 'altricial', 'altricial']",0.3250829733914482,What type of organisms are helpless at birth and require lots of help from their parents?,-0.0005077026435174,True,0.8181818181818182,correct_high,0.33352217649665894,0,correct_high
train::10010,['nucleus'],nucleus,1.0,"['nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus', 'nucleus']",-0.0,"According to the table, aluminum has an atomic number of 13. therefore, every aluminum atom has 13 protons in its what?",-0.0002725944796111,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10011,['blood'],blood,1.0,"['Blood', 'blood', 'blood', 'blood', 'Blood', 'blood', 'blood', 'blood', 'blood', 'blood']",-0.0,"Anemia, leukemia, hemophilia, and sickle-cell disease are examples of conditions that primarily affect what?",-0.0002432765613775,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10012,['property to time'],change,0.0,"['change', 'change', 'change', 'change', 'change', 'Change over time', 'change', 'change', 'change', 'change']",0.3250829733914482,What kind of variation does a rate measure?,-0.0620690099895,False,0.8181818181818182,incorrect_high,0.33352217649665894,0,incorrect_high
train::10013,['chemical reaction'],chemical reaction,1.0,"['chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction', 'chemical reaction']",-0.0,What is the name of the process that changes some chemical substances into others?,-9.715084888739511e-05,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10014,['the atmosphere'],atmosphere,1.0,"['atmosphere', 'atmosphere', 'atmosphere', 'atmosphere', 'atmosphere', 'atmosphere', 'atmosphere', 'atmosphere', 'atmosphere', 'atmosphere']",-0.0,What is the term for the gases that surround a planet?,-8.83301836438477e-05,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10015,['physical'],mechanical,0.0,"['mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical']",-0.0,Pressure and vibration are examples of what type of stimuli?,-0.0001903591182781,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10016,['trachea'],trachea,1.0,"['trachea', 'trachea', 'trachea', 'trachea', 'trachea', 'trachea', 'trachea', 'trachea', 'trachea', 'trachea']",-0.0,"In the chest, what divides as it enters the lungs to form the right and left bronchi?",-0.0005703729693777,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10017,['after sperm penetration'],Fertilization.,0.0,"['Fertilization', 'Fertilization', 'Fertilization.', 'Fertilization.', 'Fertilization', 'Fertilization.', 'Fertilization', 'Fertilization', 'Fertilization', 'Fertilization.']",-0.0,When does an oocyte complete meiosis?,-0.0232957601547241,True,0.4545454545454545,correct_low,0.33352217649665894,0,correct_high
train::10018,['cathode'],cathode,1.0,"['cathode', 'cathode', 'cathode', 'cathode', 'cathode', 'cathode', 'cathode', 'cathode', 'cathode', 'cathode']",-0.0,The electroplating process transfers metal from the anode to which part of the cell?,-0.0003945049247704,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10019,['stress'],stress,1.0,"['stress', 'stress', 'stress', 'stress', 'stress', 'stress', 'stress', 'stress', 'stress', 'stress']",-0.0,"Compression, tension and shear refer to what type of force that can cause rock to change?",-0.000105733051896,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::1002,['bend without breaking'],bend,1.0,"['Bend', 'bend', 'Bend.', 'bend', 'bend', 'Bend.', 'bend', 'Bend.', 'Bend', 'bend']",-0.0,"Metallic bonds allow metals to do what, in the manner of a willow tree?",-0.0233079884201288,True,0.5636363636363636,correct_high,0.33352217649665894,0,correct_high
train::10020,['sexual'],sexual,1.0,"['sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual']",-0.0,"Unlike the biological species concept, the ecological species concept can accommodate asexual as well as ________ species.",-0.0028437434229999,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10021,['energy'],energy,1.0,"['energy', 'energy', 'energy', 'energy', 'energy', 'energy', 'energy', 'energy', 'energy', 'energy']",-0.0,A basic function of cells includes obtaining what from glucose?,-0.0001054946551448,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10022,['experiment'],experiment,1.0,"['experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment']",-0.0,What is the term for a test to see if a scientific explanation is right or wrong?,-0.0001481661747675,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10023,['increases'],increases,1.0,"['increases', 'increases', 'increases', 'increases', 'increases', 'increases', 'increases', 'increases', 'increases', 'increases']",-0.0,"When a solvent with a gas dissolved in it is heated, the kinetic energy of both the solvent and solute _________?",-0.000504485622514,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10024,['slimy smear'],Tiny dots.,0.0,"['Tiny dots', 'Tiny dots.', 'Tiny dots.', 'invisible', 'invisible', 'Invisible.', 'Tiny specks.', 'invisible', 'Tiny dots.', 'invisible']",0.6931471805599453,How does the bacteria look when seen with the naked eye?,-0.0700132623314857,False,0.2181818181818181,incorrect_low,0.33352217649665894,1,incorrect_low
train::10025,['calorimeter'],thermometer,0.0,"['thermometer', 'Thermometer', 'thermocouple', 'thermometer', 'Thermometer', 'thermometer', 'thermocouple', 'Thermometer', 'thermometer', 'thermometer']",0.5004024235381879,What is a device used to measure temperature changes during chemical processes called?,-0.0086770402267575,False,0.6727272727272727,incorrect_high,0.33352217649665894,1,incorrect_low
train::10026,['virus'],virus,1.0,"['virus', 'virus', 'virus', 'virus', 'virus', 'virus', 'virus', 'virus', 'virus', 'virus']",-0.0,Ebola is an example of a disease spread by what kind of infectious agent?,-0.0001673558435868,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10027,['cilia'],cilia,1.0,"['cilia', 'cilia', 'cilia', 'cilia', 'cilia', 'cilia', 'cilia', 'cilia', 'cilia', 'cilia']",-0.0,The tiny hair present on mucus membranes is known as?,-0.0001951265730895,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10028,"['carbon, hydrogen, and oxygen']","carbon, hydrogen, oxygen",1.0,"['Carbon, hydrogen, and oxygen.', 'Carbon, hydrogen, and oxygen', 'carbon, hydrogen, oxygen', 'Carbon, hydrogen, and oxygen', 'Carbon, hydrogen, and oxygen', 'carbon, hydrogen, oxygen', 'carbon, hydrogen, oxygen', 'carbon, hydrogen, oxygen', 'Carbon, hydrogen, and oxygen', 'Carbon, hydrogen, oxygen.']",-0.0,What elements do lipids primarily consist of?,-0.0031980343628674,True,0.2909090909090909,correct_low,0.33352217649665894,0,correct_high
train::10029,['marine'],marine,1.0,"['marine', 'marine', 'marine', 'marine', 'marine', 'marine', 'marine', 'marine', 'marine', 'marine']",-0.0,Polychaetes make up a large and diverse group. which category do the majority of these worms fall into?,-0.0007298904820345,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::1003,['pure substance'],element,0.0,"['element', 'element', 'element', 'element', 'element', 'element', 'element', 'element', 'element', 'element']",-0.0,What is a substance that can not be broken down any further into other substances?,-0.0001669982739258,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10030,['phospholipids'],phospholipids,1.0,"['phospholipids', 'phospholipids', 'phospholipids', 'phospholipids', 'phospholipids', 'phospholipids', 'phospholipids', 'phospholipids', 'phospholipids', 'phospholipids']",-0.0,What is the main makeup of the cell membrane?,-0.0001087129639927,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10031,['layer of slime'],capsule,0.0,"['capsule', 'biofilm', 'capsule', 'capsule', 'biofilm', 'capsule', 'biofilm', 'capsule', 'capsule', 'capsule']",0.6108643020548935,"When a host attacks a parasitic bacteria, the bacteria release what to surround the cell wall?",-0.0298318769782781,True,0.5636363636363636,correct_high,0.33352217649665894,1,correct_low
train::10032,['its solubility'],solubility,1.0,"['Solubility', 'Solubility', 'Solubility', 'solubility', 'solubility', 'solubility', 'Solubility', 'solubility', 'solubility', 'solubility']",-0.0,"Solutions can also become supersaturated , where the amount of solute dissolved exceeds what?",-0.0004499138449318,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10033,['radiation'],radioactive waste,0.0,"['Radioactive waste', 'Radioactive waste', 'radioactive waste', 'Radioactive waste', 'Radioactive waste', 'radioactive waste', 'radioactive waste', 'radioactive waste', 'Radioactive waste.', 'radioactive waste']",-0.0,What is the biggest risk associated with using nuclear energy?,-0.0003476730489637,True,0.8181818181818182,correct_high,0.33352217649665894,0,correct_high
train::10034,['weight'],weight,1.0,"['weight', 'weight', 'buoyancy', 'stability', 'equilibrium', 'buoyancy', 'stability', 'weight', 'weight', 'stability']",1.0549201679861442,What property is the result of the force of gravity being opposed by the normal force?,-0.1270571947097778,True,0.2545454545454545,correct_low,0.33352217649665894,1,correct_low
train::10035,['wave-cut'],sea cliffs,0.0,"['sea cliffs', 'sea cliffs', 'sea cliffs', 'sea cliffs', 'sea cliffs', 'sea cliffs', 'sea cliffs', 'Sea cliffs', 'sea cliffs', 'sea cliffs']",-0.0,"What are the cliffs called which are created when waves erode a rocky shoreline, leaving a vertical wall of exposed rock layers?",-0.0003182381624355,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10036,['particle'],alpha particle,1.0,"['alpha particle', 'alpha particle', 'alpha particle', 'alpha particle', 'Alpha particle', 'alpha particle', 'alpha particle', 'alpha particle', 'alpha particle', 'alpha particle']",-0.0,"When boron10 absorbs a neutron, what does it emit?",-0.0620669946074485,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10037,['plankton'],bacteria,0.0,"['bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria', 'bacteria']",-0.0,What is the most common life form in the ocean?,-0.0028417226858437,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10038,['respiratory pigments'],hemoglobin,0.0,"['hemoglobin', 'hemoglobin', 'nutrients', 'hemoglobin', 'hemoglobin', 'hemoglobin', 'hemoglobin', 'hemoglobin', 'Hemoglobin', 'hemoglobin']",0.3250829733914482,What circulates with the blood or hemolymph and are often contained within specialized cells,-0.0013622299302369,True,0.8181818181818182,correct_high,0.33352217649665894,0,correct_high
train::10039,['brf and br2'],BF2H and HBF2,0.0,"['BF₂ and F⁻', 'BF2H and HBr', 'BF2H and HBF2', 'BF₂ and F⁻', 'BF₂ and BF₃', 'BF2H and BF3', 'BF2H and HBr', 'BF₂ and F⁻', 'BF2 and BF3', 'BF₂ and F⁻']",1.6094379124341,What are the two possible reduction products for brf3?,-5.628661155700684,False,0.1454545454545454,incorrect_low,0.33352217649665894,1,incorrect_low
train::1004,"['reflection, refraction and deflection']","Amplitude, wavelength, frequency",0.0,"['Amplitude, wavelength, frequency', 'Wavelength, frequency, amplitude', 'Amplitude, wavelength, frequency', 'Wavelength, frequency, amplitude', 'wavelength, frequency, amplitude', 'Wavelength, frequency, amplitude.', 'wavelength, frequency, amplitude', 'Wavelength, frequency, amplitude.', 'Amplitude, wavelength, frequency', 'Amplitude, wavelength, frequency']",-0.0,What three characteristics do waves have?,-0.000143875266076,False,0.3090909090909091,incorrect_low,0.33352217649665894,0,incorrect_high
train::10040,['red blood cells'],red blood cells,1.0,"['red blood cells', 'red blood cells', 'red blood cells', 'red blood cells', 'red blood cells', 'red blood cells', 'red blood cells', 'red blood cells', 'red blood cells', 'red blood cells']",-0.0,"Normal blood is comprised of nearly half erythrocytes, which is another word for what cells?",-9.333651541965082e-05,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10041,['cyclone'],Cyclone,1.0,"['Cyclone', 'Cyclone', 'Cyclone', 'Cyclone', 'Cyclone', 'Cyclone', 'Cyclone', 'Cyclone', 'cyclone', 'Cyclone']",-0.0,"What type of intense storm is a system of winds that rotate around a low pressure center, resulting in swirling air that rises and cools to create clouds and precipitation?",-0.0015419748378917,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10042,['renal artery'],renal,1.0,"['renal', 'renal', 'renal', 'renal', 'renal', 'renal', 'renal', 'Renal artery', 'renal', 'renal']",-0.0,Blood flows into the kidney through which artery?,-0.0007497837068513,True,0.8181818181818182,correct_high,0.33352217649665894,0,correct_high
train::10043,['infancy and adolescence'],infancy and adolescence,1.0,"['infancy & adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence', 'infancy and adolescence']",-0.0,Growth and development in humans is most rapid during what two stages?,-0.0003038183203898,True,0.8181818181818182,correct_high,0.33352217649665894,0,correct_high
train::10044,['newtons'],attraction,0.0,"['attraction', 'Newtons', 'acceleration', ""Newton's"", 'acceleration', 'attraction', 'acceleration', 'attraction', ""Newton's"", ""Newton's""]",1.0888999753452238,The pull of gravity is expressed as a force of what?,-0.1427663564682006,False,0.2181818181818181,incorrect_low,0.33352217649665894,1,incorrect_low
train::10045,['optics'],optics,1.0,"['optics', 'optics', 'optics', 'optics', 'optics', 'optics', 'optics', 'optics', 'optics', 'optics']",-0.0,What type of physics explains the behavior of visible light and electromagnetic waves?,-0.0001074018000508,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10046,['stomach'],stomach,1.0,"['stomach', 'stomach', 'stomach', 'stomach', 'stomach', 'stomach', 'stomach', 'stomach', 'stomach', 'stomach']",-0.0,The duodenum has a major role in regulating what digestive organ and its emptying?,-0.0015353093622252,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10047,['prions'],prions,1.0,"['prions', 'prions', 'prions', 'prions', 'prions', 'prions', 'prions', 'prions', 'prions', 'prions']",-0.0,What are misfolded versions of normal brain proteins?,-0.0017327546374872,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10048,['extinction'],biodiversity,0.0,"['biodiversity', 'biodiversity', 'biodiversity', 'biodiversity', 'biodiversity', 'biodiversity', 'biodiversity', 'biodiversity', 'biodiversity', 'biodiversity']",-0.0,"By impacting plant species and the animals they support, destruction of habitat threatens what event?",-0.0002161030861316,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10049,['parasympathetic division'],autonomic,0.0,"['autonomic', 'autonomic', 'autonomic', 'autonomic', 'autonomic', 'autonomic', 'autonomic', 'autonomic', 'autonomic', 'autonomic']",-0.0,"What division of the nervous system controls involuntary activities that are not emergencies, such as the digestive organs breaking down food?",-0.0001907166733872,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::1005,['liver'],liver,1.0,"['liver', 'liver', 'liver', 'liver', 'liver', 'liver', 'liver', 'liver', 'liver', 'liver']",-0.0,What organ creates bile?,-3.516612196108326e-05,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10050,['a cold front'],collision,0.0,"['collision', 'collision', 'collision', 'cold front', 'collision', 'cold front', 'cold front', 'cold front', 'cold front', 'collision']",0.6931471805599453,What occurs when a cold air mass runs into a warm air mass?,-5.379716396331787,False,0.4545454545454545,incorrect_low,0.33352217649665894,1,incorrect_low
train::10051,['bryophytes'],Bryophytes,1.0,"['Bryophytes', 'Bryophytes', 'Bryophytes', 'Bryophytes', 'Bryophytes', 'Bryophytes', 'bryophytes', 'Bryophytes', 'bryophytes', 'Bryophytes']",-0.0,"What is the term for plants that lack vascular tissues, roots, leaves, seeds, and flowers?",-0.0002719986077863,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10052,['buoyancy'],buoyancy,1.0,"['buoyancy', 'Buoyancy', 'buoyancy', 'buoyancy', 'buoyancy', 'buoyancy', 'buoyancy', 'buoyancy', 'buoyancy', 'buoyancy']",-0.0,Why are continents unable to be pushed down into the mantle by plate boundaries?,-0.0005695389700122,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10053,['sympatric speciation'],sympatric speciation,1.0,"['sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation', 'sympatric speciation']",-0.0,What is it called when a new species arises without geographic separation?,-0.0002101439022226,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10054,['heat'],Heat,1.0,"['Energy', 'Heat', 'Heat', 'Heat', 'Energy', 'Heat.', 'Heat', 'Heat', 'Energy', 'Heat']",0.6108643020548935,"In an exothermic reaction, what, specifically, is released?",-0.0099231740459799,True,0.4363636363636363,correct_low,0.33352217649665894,1,correct_low
train::10055,['cancer'],Cancer,1.0,"['cancer', 'cancer', 'Cancer', 'cancer', 'Cancer', 'Cancer', 'cancer', 'cancer', 'Cancer', 'cancer']",-0.0,What term describes diseases caused by abnormal cells in the body dividing uncontrollably?,-0.0001257578987861,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10056,['amino acids'],amino acids,1.0,"['two amino acids', 'two amino acids', 'amino acids', 'amino acids', 'amino acids', 'amino acids', 'two amino acids', 'amino acids', 'two amino acids', 'two amino acids']",0.6931471805599453,"What is the molecule, dipeptide formed together by?",-3.529850721359253,True,0.4545454545454545,correct_low,0.33352217649665894,1,correct_low
train::10057,['independently'],Independently,1.0,"['Independently', 'Independently', 'Independently', 'Independently', 'Independently', 'Independently', 'Independently.', 'Independently', 'Independently', 'Independently']",-0.0,Did the the open circulatory systems of molluscs and arthropods arise dependently or independently of each other?,-0.0015335239004343,True,0.8181818181818182,correct_high,0.33352217649665894,0,correct_high
train::10058,['mechanical'],mechanical,1.0,"['mechanical', 'mechanical', 'Mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical', 'mechanical']",-0.0,What kind of weathering is abrasion?,-0.0004468158003874,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10059,['ionic crystals'],Ionic compounds,1.0,"['Ionic compounds', 'Ionic compounds', 'ionic compounds', 'ionic compounds', 'Ionic compounds', 'Ionic compounds', 'ionic compounds', 'ionic compounds', 'Ionic compounds', 'Ionic compounds']",-0.0,What are composed of alternating positive and negative ions?,-0.0052944682538509,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::1006,['atom'],atom,1.0,"['atom', 'atom', 'atom', 'atom', 'atom', 'atom', 'Atom', 'atom', 'atom', 'atom']",-0.0,"What is the smallest and most fundamental unit of matter, consisting of a nucleus surrounded by electrons?",-0.000188928868738,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10060,['ribosome'],ribosome,1.0,"['ribosome', 'ribosome', 'Ribosome', 'ribosome', 'Ribosome', 'Ribosome', 'Ribosome', 'ribosome', 'Ribosome', 'Ribosome']",-0.0,What is the term for a small organelle where proteins are made?,-0.0001716466504149,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10061,['allergies'],allergy,0.0,"['Allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'allergy', 'Allergy', 'allergy']",-0.0,What occurs when the immune system attacks harmless substances that enter the body from the outside?,-0.0013690156629309,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10062,['cellulose'],Cellulose,1.0,"['cellulose', 'cellulose', 'Cellulose', 'Cellulose', 'Cellulose', 'Cellulose', 'Cellulose', 'Cellulose', 'Cellulose', 'Cellulose']",-0.0,"What is composed of very long strands of glucose monomers, is largely indigestible and comprises the cell walls of plants?",-0.0002290940174134,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10063,['closest'],Inner solar system,0.0,"['Inner solar system', 'Inner solar system', 'Inner solar system', 'Inner solar system', 'Inner solar system', 'Inner solar system', 'Inner solar system', 'inner solar system', 'inner solar system', 'Inner solar system']",-0.0,"Where are the terrestrial planets located, in relation to the sun?",-0.0003489838854875,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10064,['aphids and leafhoppers'],Aphids,1.0,"['Aphids', 'Aphids', 'Aphids', 'Aphids', 'Aphids', 'Aphids', 'Aphids', 'Aphids', 'Aphids', 'aphids']",-0.0,What are the insects that suck up the sap from plants?,-0.0003151397104375,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10065,['chemical compounds'],chemicals,0.0,"['chemicals', 'chemicals', 'chemicals', 'chemicals', 'chemicals', 'chemicals', 'chemicals', 'chemicals', 'chemicals', 'chemicals']",-0.0,The energy for an ecosystem can come from sunlight or _________?,-0.0486711300909519,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10066,['endocytosis'],endocytosis,1.0,"['endocytosis', 'endocytosis', 'endocytosis', 'endocytosis', 'endocytosis', 'endocytosis', 'endocytosis', 'endocytosis', 'endocytosis', 'endocytosis']",-0.0,"Phagocytosis, pinocytosis, and receptor-mediated endocytosis are the three types of what?",-0.0002177716523874,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10067,['compound machines'],simple machines,1.0,"['simple machines', 'lever systems', 'levers', 'Simple machines', 'lever systems', 'simple machines', 'simple machines', 'levers', 'Simple machines', 'Simple machines']",0.9502705392332348,What type of machines generally have lower efficiency but greater mechanical advantage?,-0.0142016466706991,False,0.4181818181818181,incorrect_low,0.33352217649665894,1,incorrect_low
train::10068,['thermosphere'],thermosphere,1.0,"['thermosphere', 'thermosphere', 'thermosphere', 'thermosphere', 'thermosphere', 'thermosphere', 'Thermosphere', 'thermosphere', 'thermosphere', 'thermosphere']",-0.0,What is the name of the layer above the mesosphere?,-0.0004440752090886,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10069,['the crust'],crust,1.0,"['mantle', 'crust', 'Crust', 'crust', 'Crust', 'mantle', 'crust', 'crust', 'crust', 'crust']",0.5004024235381879,"What layer of earth contains abundant oxygen, which can combine with other elements to create oxide minerals?",-0.0430654548108577,True,0.6727272727272727,correct_high,0.33352217649665894,1,correct_low
train::1007,['cancer'],Cancer,1.0,"['Cancer', 'Cancer', 'cancer', 'cancer', 'cancer', 'Cancer', 'Cancer', 'Cancer', 'Cancer', 'Cancer']",-0.0,Mutation of beneficial proto-oncogenes is a prime culprit in what disease?,-0.00022075122979,True,1.0,correct_high,0.33352217649665894,0,correct_high
train::10070,['body temperature'],body temperature,1.0,"['body temperature', 'body temperature', 'body temperature', 'body temperature', 'body temperature', 'body temperature', 'body temperature', 'body temperature', 'body temperature', 'body temperature']",-0.0,Animals that are endotherms or ectotherms are distinguished by the ability to maintain a constant what?,-0.0002200361341238,True,1.0,correct_high,0.33352217649665894,0,correct_high
